N	3gram	Bakhtin_Fr_5	StatiiOP
1	в том что	6	17
2	о том что	1	11
3	для того чтобы	6	10
4	можно было бы	2	8
5	с точки зрения	2	8
6	до сих пор	3	7
7	в этом отношении	5	7
8	на самом деле	4	6
9	в данном случае	2	6
10	в самом деле	1	5
11	не может быть	2	5
12	так и в	1	4
13	в то же	9	4
14	то же время	9	4
15	что и в	1	4
16	так например в	1	4
17	нужно сказать что	2	4
18	дело в том	2	4
19	том что в	1	3
20	и только в	1	3
21	ничего общего с	1	3
22	по отношению к	1	3
23	и в самом	1	3
24	так же как	4	3
25	в том числе	4	2
26	из этих двух	1	2
27	что не может	1	2
28	а также и	4	2
29	да и в	1	2
30	но в то	5	2
31	как и в	1	2
32	может быть и	1	2
33	по этому поводу	1	2
34	то что в	1	2
35	если бы и	1	2
36	том числе и	2	2
37	что в этой	1	2
38	тем не менее	1	2
39	в то время	2	2
40	сих пор не	1	1
41	вовсе не была	1	1
42	и не в	2	1
43	он не только	2	1
44	быть и речи	1	1
45	о том как	2	1
46	в так называемой	1	1
47	в одной из	2	1
48	в какой-то степени	1	1
49	в другом месте	2	1
50	жизни и смерти	2	1
51	в этой книге	1	1
52	которой можно было	2	1
53	и в наши	1	1
54	и в то	1	1
55	но это не	1	1
56	во всех этих	1	1
57	что он не	1	1
58	здесь нет и	1	1
59	же как и	2	1
60	это не просто	1	1
61	сих пор еще	2	1
62	но зато очень	1	1
63	вот это место	1	1
64	во время своего	1	1
65	они есть в	1	1
66	той или иной	1	1
67	хотя бы в	2	1
68	как и во	2	1
69	того чтобы не	1	1
70	как раз того	1	1
71	но дело в	1	1
72	но они есть	1	1
73	является не только	1	1
74	после того как	1	1
75	со всеми его	2	1
76	точно и в	1	1
77	в г в	1	1
78	далеко не все	1	1
79	того чтобы получить	1	1
80	и таким образом	1	1
81	друг от друга	1	1
82	также и в	2	1
83	здесь и там	1	1
84	в его время	1	1
85	в той или	1	1
86	потому что она	2	1
87	и что в	1	1
88	и к самым	1	1
89	и некоторые другие	1	1
90	прежде всего его	1	1
91	потому что он	3	1
92	в это время	1	1
93	это вовсе не	1	1
