N	3gram	Bakhtin_Fr_8	Myshleni
1	в том что	6	31
2	заключается в том	1	14
3	с точки зрения	2	11
4	с одной стороны	2	9
5	те и другие	1	9
6	в этом смысле	1	8
7	с другой стороны	2	8
8	друг с другом	1	7
9	то же самое	1	7
10	в этом отношении	1	7
11	в самом деле	1	6
12	не только не	2	5
13	можно было бы	1	5
14	для того чтобы	2	5
15	таким образом что	1	4
16	мы видим таким	1	4
17	видим таким образом	1	4
18	и то что	1	4
19	те же предметы	1	4
20	о том что	2	3
21	в основе их	2	3
22	по сравнению с	1	3
23	речь идет о	1	3
24	состоит в том	1	3
25	по своему значению	1	3
26	в связи с	3	3
27	вместе с тем	1	3
28	как мы уже	2	3
29	подобно тому как	1	2
30	в том числе	3	2
31	мы уже говорили	7	2
32	мы видим в	1	2
33	и тогда когда	1	2
34	и только в	1	2
35	мы видели что	3	2
36	а с другой	1	2
37	между этими двумя	1	2
38	ключ к пониманию	1	2
39	в отличие от	1	2
40	никогда не бывает	1	2
41	и в отношении	1	2
42	в настоящее время	3	2
43	одной стороны и	1	2
44	как мы видели	2	2
45	мы видим что	2	2
46	в свое время	1	2
47	но и в	1	2
48	том числе и	2	2
49	в данном случае	2	2
50	мы полагаем что	1	1
51	с самого начала	1	1
52	том же самом	1	1
53	не может быть	2	1
54	по отношению к	1	1
55	вопрос о том	1	1
56	о том как	1	1
57	бы то ни	2	1
58	том что это	1	1
59	и в частности	1	1
60	место в действительности	1	1
61	а также и	1	1
62	как и в	4	1
63	можно сказать что	2	1
64	и те и	1	1
65	и при этом	1	1
66	свидетельствуют о том	1	1
67	становятся как бы	1	1
68	потому что в	1	1
69	до сих пор	8	1
70	ключ ко всей	1	1
71	к тому же	1	1
72	о том насколько	1	1
73	не подлежит сомнению	3	1
74	в той же	3	1
75	что все эти	1	1
76	видим что все	1	1
77	друг к другу	1	1
78	как один из	1	1
79	речи и мышления	1	1
80	и как бы	1	1
81	мы узнаем что	1	1
82	мы наблюдаем и	1	1
83	времени почти совершенно	1	1
84	как бы в	1	1
85	в то время	2	1
86	на самом деле	1	1
87	и в основе	1	1
88	вместо того чтобы	1	1
89	если бы мы	1	1
90	узнаем что в	1	1
91	только то что	1	1
92	на вопрос о	1	1
93	прежде всего в	1	1
94	при этом как	1	1
95	все же не	1	1
96	имел в виду	1	1
97	к одной общей	1	1
98	и является в	1	1
99	и т.п но	1	1
100	после того как	1	1
101	между собой в	1	1
102	то ни было	1	1
