N	3gram	Tiupa_Lite_2	Istorich
1	с другой стороны	4	8
2	во всех этих	1	6
3	о том что	2	5
4	с одной стороны	6	4
5	в том что	5	4
6	тем не менее	2	4
7	одной из версий	1	3
8	этой точки зрения	1	3
9	в данном случае	3	3
10	с этой точки	1	3
11	не может быть	7	3
12	мы не можем	1	2
13	а в том	1	2
14	после того как	1	2
15	в том чтобы	3	2
16	в этом же	1	1
17	по отношению к	3	1
18	бы то ни	1	1
19	в самом начале	1	1
20	у него нет	1	1
21	и т п	2	1
22	как и сам	1	1
23	имеем дело с	1	1
24	то ни было	1	1
25	может быть это	1	1
26	к тому что	1	1
27	но с другой	3	1
28	что он не	1	1
29	в этом случае	2	1
30	здесь все же	1	1
31	состоит в том	4	1
32	можно было бы	1	1
33	свое существование в	1	1
34	и когда он	1	1
35	он не может	1	1
36	а так как	1	1
37	у того же	1	1
38	в первый раз	2	1
39	как мы видели	1	1
40	с точки зрения	3	1
41	вместе с тем	1	1
42	в сознании людей	1	1
43	то же самое	1	1
44	а не с	1	1
