N	4gram	Potebnia_M_4	Problemy
1	в то же время	3	5
2	и не может быть	1	5
3	в том числе и	1	3
4	до сих пор не	1	2
5	нет и не может	1	2
6	и до сих пор	2	2
7	если бы не было	2	1
8	сих пор не может	1	1
9	по отношению к ним	1	1
10	большинстве случаев вовсе не	1	1
11	не в его прямом	1	1
12	сам по себе он	1	1
13	одну и ту же	1	1
14	по мере того как	4	1
15	а может быть и	1	1
16	с точки зрения этого	1	1
17	уже после того как	1	1
18	в большинстве случаев вовсе	1	1
19	дело в том что	1	1
20	иметь в виду что	1	1
21	одним и тем же	1	1
