N	3gram	Tiupa_Anal_3	Psycholo
1	в самом деле	1	18
2	в том что	7	11
3	с точки зрения	2	9
4	для того чтобы	1	8
5	в сущности говоря	1	7
6	заключается в том	1	6
7	с одной стороны	2	5
8	с другой стороны	5	5
9	до сих пор	1	5
10	о том что	5	3
11	как если бы	1	3
12	речь идет о	1	3
13	должны были бы	1	2
14	и как бы	1	2
15	в русской поэзии	2	2
16	на самом деле	1	2
17	между тем в	1	2
18	не в том	1	2
19	во всяком случае	2	2
20	в свою очередь	4	2
21	в данном случае	3	2
22	и вступает в	1	1
23	подобно тому как	2	1
24	а в том	2	1
25	и в сущности	1	1
26	и тот же	1	1
27	в одном слове	1	1
28	одной и той	2	1
29	тот факт что	1	1
30	и здесь мы	1	1
31	однако и он	1	1
32	с теми же	1	1
33	в нее в	1	1
34	один и тот	1	1
35	можно сказать что	2	1
36	не только не	3	1
37	к тому же	3	1
38	а между тем	1	1
39	дело не в	1	1
40	но они не	1	1
41	а с другой	1	1
42	что он не	1	1
43	свое отражение в	1	1
44	не может быть	1	1
45	что несмотря на	2	1
46	несмотря на свою	1	1
47	совершенно очевидно что	2	1
48	как бы в	1	1
49	как нельзя лучше	1	1
50	и может быть	1	1
51	не могла не	1	1
52	в отличие от	2	1
53	как все другие	1	1
54	и той же	2	1
55	со всей серьезностью	1	1
56	в основе своей	1	1
57	искусства как и	1	1
58	в противоречие с	1	1
59	и не могла	1	1
60	со всеми остальными	1	1
61	в зависимости от	1	1
62	к этому что	1	1
63	можно с уверенностью	1	1
64	в тех случаях	1	1
65	в этом отношении	3	1
66	в том чтобы	1	1
67	в себя и	1	1
68	прибавим к этому	1	1
69	и все же	1	1
70	здесь мы имеем	1	1
71	в первой части	1	1
72	в применении к	1	1
73	не в самом	2	1
74	которые могли бы	1	1
75	нам не только	1	1
76	обратить внимание на	1	1
77	как раз в	1	1
78	не только как	1	1
79	мы будем иметь	1	1
80	того или иного	1	1
81	здесь не только	1	1
