N	4gram	Vinokur_Vv_1	Myshleni
1	заключается в том что	2	4
2	с этой точки зрения	1	4
3	с одной стороны и	3	3
4	одно и то же	1	3
5	о чем говорится в	1	3
6	в собственном смысле этого	1	3
7	собственном смысле этого слова	1	3
8	состоит в том что	2	3
9	для того чтобы сделать	1	2
10	одной и той же	2	2
11	той мере в какой	4	2
12	то же самое что	2	2
13	точно так же как	1	2
14	представление о том что	1	2
15	в той мере в	4	2
16	для того чтобы понять	2	1
17	находящим свое выражение в	1	1
18	же самое что и	1	1
19	ясность в этот вопрос	1	1
20	в лучшем случае она	1	1
21	по отношению к отдельным	1	1
22	именно в этом смысле	1	1
23	не что иное как	4	1
24	приводят к тому что	1	1
25	того что представляет собой	1	1
26	в гораздо большей мере	1	1
27	представляет собой движение от	1	1
28	возможно только потому что	1	1
29	до тех пор пока	1	1
30	в том что если	1	1
31	в том что в	1	1
32	совершенно то же самое	1	1
33	только в том что	1	1
34	потому что в этом	1	1
35	но вместе с тем	1	1
36	только после того как	2	1
37	сомнений в том что	1	1
38	одном и том же	1	1
39	есть не что иное	2	1
40	прийти к выводу что	1	1
41	все же в них	1	1
42	не может быть никакой	1	1
