1	в то же время	10	10
2	и в то же	2	5
3	мы уже говорили что	3	5
4	до сих пор еще	1	4
5	в большей или меньшей	1	3
6	большей или меньшей степени	1	3
7	дело в том что	1	2
8	но в то же	4	2
9	самом деле и в	1	1
10	то же время как	1	1
11	и в самом деле	1	1
12	бы то ни было	3	1
13	и вместе с тем	1	1
14	и во всем последующем	1	1
15	мы уже говорили в	1	1
16	на самом деле и	1	1
17	в той или иной	4	1
18	в том или ином	1	1
19	как бы ни был	1	1
20	во всем последующем творчестве	1	1
21	то же время не	3	1
22	той или иной степени	2	1
23	как мы уже говорили	2	1
