1	в том случае если	1	4
2	одного и того же	5	3
3	указывают на то что	1	2
4	заключается в том что	13	2
5	бы то ни было	1	2
6	таким же образом как	1	1
7	в данном случае не	2	1
8	с этой точки зрения	4	1
9	более высокой ступени развития	1	1
10	не может не быть	1	1
11	в истинном смысле этого	1	1
12	не говоря уже о	1	1
13	одно и то же	6	1
14	одной и той же	4	1
15	одному и тому же	4	1
16	в основе их лежит	2	1
17	состоит в том что	3	1
18	в том виде в	1	1
19	как мы видели выше	1	1
20	в том что развитие	1	1
21	в том что он	1	1
22	но вместе с тем	2	1
23	на более высокой ступени	1	1
24	в том виде как	1	1
25	сохраняет свою силу не	1	1
26	на свои составные части	1	1
27	на все эти вопросы	1	1
28	свою силу не только	1	1
29	в то время как	1	1
30	в самом деле если	1	1
31	истинном смысле этого слова	1	1
32	в правильности этого положения	1	1
33	на то что эти	1	1
34	но для того чтобы	1	1
35	в том что они	2	1
36	в том числе и	2	1
37	принять во внимание что	1	1
