N	3gram	Voloshinov_1	Mirosoze
1	не может быть	7	8
2	друг к другу	1	5
3	так же как	1	3
4	и в этом	1	3
5	же как и	1	3
6	в высшей степени	1	3
7	до сих пор	3	3
8	в творчестве достоевского	1	3
9	о том что	1	2
10	подобно тому как	1	2
11	мы увидим что	1	2
12	как и в	1	2
13	может быть и	3	2
14	в чем не	1	2
15	по отношению к	11	2
16	в том что	4	2
17	и для него	1	2
18	никогда не бывает	1	2
19	в отношении к	2	2
20	и та же	1	2
21	одна и та	1	2
22	ни в чем	1	2
23	в такой степени	1	2
24	но для этого	1	2
25	и тогда когда	1	1
26	записок из подполья	1	1
27	как в жизни	1	1
28	место в творчестве	1	1
29	уже не способен	1	1
30	в свои права	1	1
31	культуры в нашем	1	1
32	и менее всего	1	1
33	для него не	1	1
34	том что в	1	1
35	между тем как	1	1
36	она не может	1	1
37	сих пор не	1	1
38	в нем и	1	1
39	сама по себе	1	1
40	сам по себе	1	1
41	на самом деле	2	1
42	и в нем	1	1
43	они должны быть	1	1
44	в значительной степени	1	1
45	человек и его	1	1
46	в этом отношении	1	1
47	том что все	1	1
48	а не к	1	1
49	но и в	1	1
50	в этом направлении	1	1
51	так как будто	1	1
52	если бы не	1	1
53	берет на себя	1	1
54	с точки зрения	2	1
55	а между тем	1	1
