N	4gram	Bakhtin_Pr_2	Myslijsy
1	в то же время	3	3
2	но тем не менее	1	2
3	друг к другу и	1	1
4	в том числе и	2	1
5	по отношению к ним	1	1
6	мы можем судить о	1	1
7	иначе и быть не	1	1
8	то же время и	1	1
9	одного и того же	1	1
10	и быть не может	1	1
11	по отношению к нему	1	1
12	можно сказать что в	1	1
13	в том и другом	1	1
14	никогда не может стать	1	1
15	и не может быть	1	1
16	бы он ни был	1	1
17	одной и той же	1	1
18	и в том что	1	1
19	нет и не может	1	1
20	дело в том что	1	1
21	мы старались показать что	1	1
