N	4gram	Medvedev_F_2	FransuaR
1	в то же время	5	6
2	но в то же	1	4
3	большей или меньшей степени	1	2
4	в большей или меньшей	1	2
5	этого прежде всего необходимо	1	1
6	как мы видели является	1	1
7	в высшей степени характерно	1	1
8	и прежде всего в	1	1
9	и не может быть	2	1
10	менее всего может быть	1	1
11	для этого прежде всего	1	1
12	с исторической точки зрения	1	1
13	не что иное как	1	1
14	мы имеем в виду	1	1
15	или во всяком случае	1	1
16	во всяком случае его	1	1
17	слова мы имеем в	1	1
18	остановимся прежде всего на	1	1
19	в связи с этим	3	1
20	как раз и не	1	1
21	и до сих пор	1	1
22	то же время не	1	1
23	есть не что иное	1	1
