N	4gram	Bakhtin_Fr_8	slovoVRo
1	в то же время	10	4
2	с одной стороны и	1	3
3	в той или иной	1	3
4	не исчерпывает себя в	1	3
5	но в то же	2	3
6	той или иной степени	1	3
7	то же время это	1	2
8	никогда не может быть	1	2
9	можно прямо сказать что	1	2
10	тем или иным способом	1	1
11	всегда включает в себя	1	1
12	в том числе и	2	1
13	как мы уже говорили	1	1
14	и в то же	5	1
15	в том что оно	1	1
16	включает в себя момент	1	1
17	и в той или	1	1
18	как к своему пределу	1	1
19	никогда не исчерпывает себя	1	1
20	в большинстве случаев в	1	1
21	как мы уже сказали	1	1
22	их удельный вес в	1	1
23	в том что она	1	1
24	по отношению к языку	1	1
25	мы не можем здесь	1	1
