N	4gram	Losev_Prob_3	Vladivir
1	дело в том что	2	3
2	заключается в том что	2	2
3	само собой разумеется что	1	2
4	в том что он	1	2
5	или по крайней мере	4	2
6	и тем не менее	3	1
7	в данном случае мы	1	1
8	что бы то ни	1	1
9	и по существу своему	1	1
10	в собственном смысле слова	1	1
11	точно так же и	1	1
12	по крайней мере в	1	1
13	тем не менее по	1	1
14	не что иное как	4	1
15	само по себе не	1	1
16	в отрыве от всего	1	1
17	отрыве от всего прочего	1	1
18	имеет никакого отношения к	1	1
19	в то время как	4	1
20	во что бы то	1	1
21	бы то ни стало	1	1
22	не имеет никакого отношения	1	1
23	все дело заключается в	1	1
24	также и то что	4	1
25	взятое само по себе	2	1
26	взятый сам по себе	2	1
