N	3gram	Bakhtin_Fr_3	Myshleni
1	в том что	1	21
2	с точки зрения	1	18
3	для того чтобы	3	10
4	заключается в том	1	7
5	в высшей степени	1	7
6	во всяком случае	1	6
7	в связи с	4	6
8	не может быть	2	6
9	по отношению к	2	5
10	по сравнению с	2	5
11	можно было бы	2	5
12	о том что	2	4
13	в том чтобы	1	4
14	в том числе	3	3
15	мы уже говорили	3	3
16	мы видели что	1	3
17	в отличие от	3	3
18	как мы уже	5	3
19	смысле этого слова	1	3
20	в собственном смысле	1	3
21	в этом отношении	2	3
22	том числе и	2	3
23	в данном случае	2	3
24	подобно тому как	1	2
25	в том же	2	2
26	том что в	1	2
27	с таким же	1	2
28	в другом месте	1	2
29	вовсе не в	1	2
30	хотя бы и	1	2
31	по ту сторону	1	2
32	то что он	1	2
33	на самом деле	3	2
34	и в самом	1	2
35	с помощью которого	1	2
36	или во всяком	1	2
37	на том что	1	2
38	как он говорит	1	2
39	само по себе	1	2
40	как раз в	2	2
41	на одном из	1	1
42	с самого начала	1	1
43	в таких случаях	1	1
44	мы все время	1	1
45	те же самые	1	1
46	в отрыве от	1	1
47	включает в себя	1	1
48	о том как	1	1
49	бы то ни	1	1
50	представление о мире	1	1
51	и т.п то	1	1
52	там где он	1	1
53	точки зрения этих	1	1
54	в целом как	1	1
55	но ведь это	1	1
56	и в частности	1	1
57	в сущности и	1	1
58	как и в	2	1
59	можно сказать что	2	1
60	при известных условиях	1	1
61	было бы привести	1	1
62	таким образом и	1	1
63	до сих пор	4	1
64	то ни было	1	1
65	на первый план	1	1
66	однако и здесь	1	1
67	имеем в виду	1	1
68	связи с этим	1	1
69	в своей книге	2	1
70	с другой стороны	1	1
71	всем тем что	1	1
72	во время еды	1	1
73	со всем тем	1	1
74	за то что	1	1
75	но на самом	1	1
76	об этом в	1	1
77	ограничивается указанием на	1	1
78	вместо того чтобы	1	1
79	той или иной	2	1
80	в применении к	1	1
81	и вообще в	1	1
82	мы имеем в	1	1
83	только то что	1	1
84	имеет в виду	2	1
85	места и для	1	1
86	в частности мы	1	1
87	как мы видели	2	1
88	в той или	2	1
89	в свое время	1	1
90	характер носит и	1	1
91	он не видит	1	1
92	они не способны	1	1
93	и во всей	2	1
94	дело в том	1	1
95	как и все	3	1
96	и т.п но	1	1
97	так и по	1	1
98	но для этого	1	1
99	нас не может	1	1
