N	3gram	Berdyaev_M_1	slovoVRo
1	и т п	1	23
2	в отношении к	1	6
3	не может не	2	5
4	во всяком случае	1	5
5	до конца и	1	3
6	хотя бы и	2	3
7	в зависимости от	1	3
8	выходит за пределы	1	3
9	и в том	1	2
10	до сих пор	2	2
11	то время как	2	2
12	и не может	2	2
13	в то время	2	2
14	можно было бы	1	2
15	не только в	2	2
16	но оно не	1	2
17	не могут быть	2	2
18	а вовсе не	1	2
19	о том что	1	1
20	он весь в	4	1
21	на протяжении всего	1	1
22	в которой все	1	1
23	и не было	1	1
24	время находится в	1	1
25	и у него	1	1
26	начале xx века	1	1
27	в его романах	2	1
28	для нас в	1	1
29	у него нет	1	1
30	может быть и	1	1
31	для того чтобы	2	1
32	разных точек зрения	1	1
33	в своей книге	1	1
34	оно не может	1	1
35	в том что	1	1
36	не может быть	17	1
37	все время находится	1	1
38	себя в своем	2	1
39	и в плане	1	1
40	значит конечно что	1	1
41	и ничего не	1	1
42	в отличие от	1	1
43	это не значит	2	1
44	в значительной степени	1	1
45	себя в них	1	1
46	уже не только	2	1
47	как бы не	1	1
48	мы имеем в	1	1
49	а не к	1	1
50	прежде всего в	2	1
51	потому не может	1	1
52	не значит конечно	1	1
53	видят и не	1	1
54	но это не	1	1
55	с одним из	1	1
56	сам же он	1	1
57	но и в	4	1
58	не видят и	1	1
59	никогда не может	2	1
60	имеем в виду	1	1
61	во всех этих	1	1
62	а иногда и	1	1
63	что они не	1	1
64	он никогда не	2	1
65	у него до	1	1
66	в начале xx	1	1
67	и потому не	3	1
