N	3gram	Bakhtin_Fr_6	Problema
1	в настоящее время	1	16
2	о том что	5	14
3	в конце концов	1	7
4	и то что	2	7
5	с одной стороны	4	5
6	с другой стороны	2	5
7	в связи с	1	5
8	в данном случае	2	5
9	в то же	5	4
10	до сих пор	3	4
11	в том что	2	4
12	более или менее	1	4
13	и вовсе не	2	4
14	в этой области	1	3
15	можно сказать что	1	3
16	на первый план	3	3
17	в значительной мере	1	3
18	одной стороны и	2	3
19	только то что	1	3
20	но и в	2	3
21	не может быть	1	3
22	заключается в том	1	2
23	то что не	1	2
24	и тот же	2	2
25	но если мы	1	2
26	том что в	1	2
27	один и тот	1	2
28	по самому своему	1	2
29	тем более не	1	2
30	пространстве и времени	1	2
31	для того чтобы	1	2
32	не во всех	1	2
33	не совпадает с	1	2
34	и прежде всего	2	2
35	друг к другу	1	2
36	никак не может	2	2
37	не только в	1	2
38	в самом деле	4	2
39	та или иная	1	2
40	то есть в	2	2
41	между собой и	1	2
42	то есть только	2	2
43	или иной мере	1	1
44	о том как	1	1
45	несколько слов о	1	1
46	в пространстве и	1	1
47	эту тему в	1	1
48	туда и сюда	1	1
49	прямо сказать что	2	1
50	и для всех	1	1
51	он сам а	1	1
52	все это есть	1	1
53	между тем как	1	1
54	одним и тем	1	1
55	иначе чем в	1	1
56	через несколько лет	1	1
57	дает нам право	1	1
58	о котором мы	3	1
59	потому что они	1	1
60	свидетельствует о том	1	1
61	ни о каком	1	1
62	а с другой	1	1
63	и с другой	1	1
64	о чем мы	1	1
65	что не имеет	1	1
66	и тем же	1	1
67	именно то что	1	1
68	как один из	2	1
69	и не только	1	1
70	не существует но	1	1
71	как и вообще	1	1
72	в то время	1	1
73	мы не будем	1	1
74	совершенно ясно что	1	1
75	здесь вовсе не	1	1
76	в каждом из	1	1
77	но и самый	1	1
78	а так как	1	1
79	как мы уже	6	1
80	на самом же	1	1
81	и самый этот	1	1
82	а для этого	1	1
83	как мы говорим	1	1
84	стороны и с	1	1
85	растения и животные	1	1
86	в этом отношении	3	1
87	же деле здесь	1	1
88	так и от	1	1
89	но все же	1	1
90	вместе с тем	1	1
91	и до наших	1	1
92	в зависимости от	1	1
93	самом же деле	1	1
94	той или иной	1	1
95	можно прямо сказать	2	1
96	в той или	1	1
97	это прежде всего	2	1
98	думать о том	1	1
99	в первых двух	1	1
