1	заключается в том что	1	6
2	одного и того же	2	4
3	с этой точки зрения	1	2
4	одной и той же	3	2
5	только в том что	4	2
6	все более и более	2	1
7	но тем не менее	3	1
8	между внешним и внутренним	1	1
9	в том что при	1	1
10	и в этом смысле	3	1
11	во всяком случае не	1	1
12	и в том что	1	1
13	бы то ни было	1	1
14	с другой стороны он	1	1
15	одном и том же	2	1
16	и не могло бы	1	1
17	с самого начала все	1	1
18	выше мы видели что	1	1
19	не только в смысле	1	1
20	не что иное как	2	1
21	потому что так как	1	1
22	указывает на то что	1	1
23	не только потому что	1	1
24	связи между словом и	1	1
25	сами по себе а	1	1
