1	в то же время	12	10
2	и в то же	5	5
3	мы уже говорили что	2	5
4	до сих пор еще	1	4
5	в большей или меньшей	1	3
6	большей или меньшей степени	1	3
7	но в то же	3	2
8	самом деле и в	1	1
9	может быть и речи	1	1
10	то же время как	1	1
11	и в самом деле	1	1
12	бы то ни было	4	1
13	и вместе с тем	1	1
14	и во всем последующем	1	1
15	на самом деле и	1	1
16	не может быть и	1	1
17	выходит за пределы нашей	1	1
18	в той или иной	2	1
19	какой бы то ни	1	1
20	как бы ни был	1	1
21	во всем последующем творчестве	1	1
22	на самом же деле	1	1
23	то же время не	2	1
24	той или иной степени	1	1
25	как мы уже говорили	1	1
