N	4gram	Vinokur_St_3	KulturaY
1	и т п в	1	3
2	и тем не менее	2	3
3	и в самом деле	1	3
4	и т п но	1	3
5	я имею в виду	1	2
6	не говоря уже о	1	2
7	в том что не	1	2
8	в той или иной	1	2
9	не в том что	1	2
10	а с другой стороны	1	1
11	только тогда когда мы	1	1
12	в то же время	3	1
13	одних и тех же	1	1
14	заключается в том что	2	1
15	не потому что он	1	1
16	т е как бы	1	1
17	одной и той же	1	1
18	и пр ср также	1	1
19	в том смысле что	1	1
20	с этой точки зрения	1	1
21	стороны а с другой	1	1
22	точка зрения согласно которой	1	1
23	тем что в ней	1	1
24	в том отношении что	1	1
25	одной стороны а с	1	1
26	является не только важнейшим	1	1
27	до самого последнего времени	1	1
28	с одной стороны а	1	1
29	в том что один	1	1
30	обращает на себя внимание	1	1
