N	3gram	Tiupa_Disk_2	Istorich
1	и то что	2	5
2	с другой стороны	1	4
3	не может быть	3	4
4	в этом случае	2	3
5	в данном случае	6	3
6	о том что	3	2
7	так и в	3	2
8	тем что он	1	2
9	говорит об этом	1	2
10	между человеком и	1	2
11	содержит в себе	2	2
12	тем не менее	1	2
13	подобно тому как	2	1
14	об этом так	1	1
15	в том числе	1	1
16	между ним и	1	1
17	в большинстве случаев	1	1
18	в иных случаях	1	1
19	в общих чертах	1	1
20	как и в	5	1
21	можно сказать что	1	1
22	он не считает	1	1
23	в целом и	1	1
24	это своего рода	1	1
25	друг на друга	1	1
26	тому как в	1	1
27	по большей части	2	1
28	так и с	1	1
29	и не может	2	1
30	одна из них	1	1
31	между жизнью и	2	1
32	и может быть	2	1
33	как будто бы	1	1
34	в основе своей	2	1
35	при всей своей	3	1
36	и в большинстве	1	1
37	не могут быть	1	1
38	на передний план	1	1
39	в исторической перспективе	2	1
40	жизнью и смертью	2	1
41	не в том	1	1
42	и то же	2	1
43	и могут быть	1	1
44	то что и	1	1
45	одно и то	2	1
