1	в то же	5	9
2	то же время	5	9
3	для того чтобы	3	6
4	в том что	16	6
5	в этом отношении	2	5
6	на самом деле	1	4
7	как мы видели	1	4
8	до сих пор	3	3
9	потому что он	3	3
10	то же самое	1	2
11	в чем же	1	2
12	к тому же	1	2
13	друг с другом	1	2
14	в то время	4	2
15	не может быть	3	2
16	можно сказать что	2	2
17	в данном случае	1	2
18	здесь как и	1	2
19	сих пор еще	1	2
20	и той же	2	1
21	в строгом смысле	1	1
22	а потому и	1	1
23	здесь так же	1	1
24	в эту минуту	1	1
25	и та же	1	1
26	все то что	1	1
27	после того как	1	1
28	так и в	2	1
29	одна и та	1	1
30	то время когда	1	1
31	по этому поводу	1	1
32	друг от друга	1	1
33	слова при этом	1	1
34	не подлежит сомнению	1	1
35	том что это	1	1
36	но вместе с	2	1
37	бы эти образы	1	1
38	все это в	1	1
39	что и в	3	1
40	от того что	5	1
41	вместе с тем	4	1
42	ничего общего с	1	1
43	по отношению к	5	1
44	потому что в	1	1
45	те же самые	1	1
46	одной и той	2	1
47	только тогда когда	7	1
48	и не менее	1	1
49	его связь с	1	1
50	мы уже сказали	1	1
51	как мы уже	1	1
52	что он не	3	1
53	и таким образом	1	1
54	на котором мы	1	1
55	образа и его	1	1
56	к одной и	1	1
57	тем не менее	3	1
58	именно потому что	1	1
59	в самом деле	1	1
60	в свою очередь	3	1
61	заметить что в	1	1
62	и что в	1	1
63	и в самом	2	1
64	этого слова но	1	1
65	не было ни	1	1
66	мы не можем	2	1
67	о том что	1	1
68	не нуждаются в	1	1
69	и его связь	1	1
70	как и в	2	1
71	далеко не все	3	1
72	но и с	1	1
73	же время и	1	1
