N	4gram	Tiupa_Anal_1	Narrotol
1	во времени и пространстве	3	5
2	в то же время	6	4
3	обращает на себя внимание	1	3
4	одно и то же	1	2
5	мы имеем дело с	3	2
6	состоит в том что	3	2
7	о котором рассказано в	1	1
8	самого рассказывания в этом	1	1
9	в том числе и	1	1
10	рассказано в произведении и	1	1
11	лишь в том случае	1	1
12	мы и сами участвуем	1	1
13	не было и не	1	1
14	представляет собой ни что	1	1
15	однако и до сего	1	1
16	событие о котором рассказано	1	1
17	и до сего времени	1	1
18	а в то же	2	1
19	котором рассказано в произведении	1	1
20	в той же мере	1	1
21	события событие о котором	1	1
22	одного и того же	2	1
23	последнем мы и сами	1	1
24	дело не только в	1	1
25	как единого художественного высказывания	1	1
26	событие самого рассказывания в	1	1
27	то же время они	1	1
28	не сами по себе	1	1
29	собой ни что иное	1	1
30	рассказывания в этом последнем	1	1
31	в его событийной полноте	1	1
32	в той или иной	3	1
33	ни что иное как	1	1
34	этом последнем мы и	1	1
35	один и тот же	1	1
36	и не может быть	4	1
37	перед нами два события	1	1
38	бы то ни было	3	1
39	с той или иной	1	1
40	в этом последнем мы	1	1
41	места времени и действия	1	1
42	исходя из того что	2	1
43	в том случае если	1	1
44	и сами участвуем как	1	1
45	одна и та же	1	1
46	сами участвуем как слушатели-читатели	1	1
47	два события событие о	1	1
48	произведение в его событийной	1	1
49	в том что именно	1	1
50	и событие самого рассказывания	1	1
51	произведении и событие самого	1	1
52	в произведении и событие	1	1
53	нами два события событие	1	1
54	какой бы то ни	2	1
