N	3gram	Nazirov_Tv_2	StatiiOP
1	и т д	11	21
2	в том что	2	17
3	о том что	2	11
4	и т п	2	9
5	можно было бы	1	8
6	до сих пор	3	7
7	с другой стороны	2	6
8	во всяком случае	2	6
9	в самом деле	2	5
10	не может быть	3	5
11	так и в	2	4
12	в то же	7	4
13	то же время	7	4
14	того или иного	1	4
15	так например в	1	4
16	нужно сказать что	1	4
17	дело в том	1	4
18	том что в	1	3
19	и в этом	1	3
20	ничего общего с	1	3
21	по отношению к	3	3
22	не значит что	1	3
23	в применении к	1	3
24	то или иное	1	3
25	так же как	2	3
26	это не значит	1	3
27	на точку зрения	1	2
28	в том числе	1	2
29	т д и	1	2
30	но в то	1	2
31	как и в	1	2
32	в первую очередь	1	2
33	и в том	1	2
34	к борису годунову	1	2
35	а во второй	1	2
36	в том смысле	1	2
37	том числе и	1	2
38	что в нем	1	2
39	это прежде всего	2	2
40	по крайней мере	2	2
41	в то время	1	2
42	как и всякая	1	1
43	в том же	2	1
44	но тот же	1	1
45	но как бы	1	1
46	в начале xix	1	1
47	в которой он	1	1
48	в одном из	2	1
49	о том как	1	1
50	в одной из	2	1
51	точно так же	1	1
52	на этот вопрос	2	1
53	том смысле что	1	1
54	т д в	1	1
55	не должен быть	1	1
56	том что этот	1	1
57	в другом месте	1	1
58	об этом не	1	1
59	у пушкина этот	1	1
60	и никогда не	1	1
61	и в то	2	1
62	но это не	1	1
63	включает в свой	1	1
64	хотя и с	1	1
65	если не считать	2	1
66	а с другой	1	1
67	ли доказывать что	1	1
68	великий писатель в	1	1
69	то все же	1	1
70	сих пор таких	1	1
71	ответ на этот	1	1
72	и не может	2	1
73	же как и	1	1
74	это не просто	1	1
75	д и т	1	1
76	сих пор еще	1	1
77	на той же	1	1
78	у нас не	1	1
79	но ведь в	1	1
80	как будто бы	1	1
81	в целом ряде	1	1
82	сами по себе	1	1
83	той или иной	1	1
84	ни в чем	1	1
85	только то что	1	1
86	начале xix века	1	1
87	содержит в себе	1	1
88	в наше время	2	1
89	ошибках и не	1	1
90	в г в	1	1
91	в каждом из	1	1
92	в его работе	1	1
93	и это не	1	1
94	целом ряде случаев	1	1
95	того времени как	1	1
96	и что в	1	1
97	никогда не было	2	1
98	той же странице	1	1
99	что у нас	1	1
100	так что они	1	1
101	а может быть	1	1
102	прежде всего его	1	1
103	мы говорим о	1	1
104	другой стороны и	1	1
105	в соответствии с	4	1
106	я никогда не	1	1
