N	4gram	Vinokur_Ku_1	Myshleni
1	с этой точки зрения	1	4
2	заключается в том что	2	4
3	одного и того же	2	3
4	в той мере в	5	3
5	состоит в том что	3	3
6	той мере в какой	5	2
7	в том что он	3	2
8	во всяком случае все	1	1
9	и вместе с тем	1	1
10	в собственном смысле слова	1	1
11	одно и то же	1	1
12	в одном ряду с	1	1
13	чтобы ответить на этот	1	1
14	в том смысле что	1	1
15	сводится к тому чтобы	1	1
16	есть в сущности говоря	1	1
17	не что иное как	1	1
18	мы имеем в виду	1	1
19	а с другой стороны	2	1
20	в тех случаях когда	2	1
21	только в той мере	1	1
22	из того факта что	1	1
23	это можно было бы	1	1
24	как это часто бывает	1	1
25	ответить на этот вопрос	1	1
