N	3gram	Bakhtin_Pr_3	Analitik
1	о том что	2	6
2	в том что	3	6
3	по отношению к	1	4
4	состоит в том	1	4
5	как и в	3	3
6	той или иной	1	3
7	в этом отношении	1	3
8	мы имеем дело	1	3
9	тем не менее	2	3
10	по крайней мере	1	3
11	и тем самым	1	2
12	в этом смысле	1	2
13	в то же	5	2
14	и то что	1	2
15	тех или иных	1	2
16	с другой стороны	1	2
17	в отличие от	1	2
18	все той же	1	2
19	то есть в	2	2
20	можно было бы	1	2
21	в обоих случаях	1	2
22	то же время	5	2
23	с точки зрения	2	2
24	в соответствии с	2	2
25	так или иначе	1	1
26	и тот же	1	1
27	один из трех	1	1
28	pro et contra	1	1
29	и даже не	1	1
30	органическое единство всех	1	1
31	при всей их	1	1
32	они могут быть	1	1
33	и во всех	3	1
34	мы уже отмечали	2	1
35	еще и до	1	1
36	что иное как	1	1
37	с самим собою	4	1
38	с собой он	1	1
39	это своего рода	2	1
40	внешней и внутренней	1	1
41	а между тем	2	1
42	из них в	2	1
43	имеем дело с	1	1
44	сказать что в	1	1
45	то же самое	1	1
46	можно сказать что	4	1
47	вся его жизнь	1	1
48	есть не что	1	1
49	потому что я	1	1
50	и одновременно его	1	1
51	не что иное	1	1
52	более или менее	3	1
53	носит в себе	1	1
54	и т.п и	1	1
55	в применении к	1	1
56	в мире в	1	1
57	литературе нового времени	2	1
58	в связи с	1	1
59	то есть на	1	1
60	и все его	1	1
61	прежде всего в	1	1
62	как бы уже	1	1
63	но и в	1	1
64	он ничего не	1	1
65	и вся его	1	1
66	почти вовсе не	1	1
67	а не его	1	1
68	с самим собой	1	1
69	как и на	1	1
70	каждом из них	2	1
71	не может быть	1	1
