N	4gram	Vygotskiy__4	Myshleni
1	заключается в том что	2	6
2	так же как и	1	4
3	в то время как	2	4
4	вместе с тем и	1	4
5	и вместе с тем	1	2
6	согласны в том что	1	2
7	одной и той же	2	2
8	с этой точки зрения	1	2
9	как мы уже говорили	1	2
10	говорит нам о том	1	1
11	с другой стороны он	1	1
12	все исследование в целом	1	1
13	смысле этого слова и	2	1
14	то мы увидим что	1	1
15	ни в каком случае	1	1
16	с которыми приходится иметь	1	1
17	состоящий в том что	1	1
18	которое могло бы быть	1	1
19	бы то ни было	1	1
20	которыми приходится иметь дело	1	1
21	не что иное как	1	1
22	прежде всего тем что	1	1
23	мы не станем останавливаться	1	1
24	с одной стороны он	1	1
25	мы никогда не можем	1	1
26	для того чтобы открыть	2	1
27	имеет в виду не	1	1
28	заключается в том чтобы	1	1
29	в том что при	1	1
