N	3gram	Bakhtin_Fr_5	Psycholo
1	в самом деле	1	18
2	в том что	6	11
3	и в самом	1	10
4	с точки зрения	2	9
5	для того чтобы	6	8
6	то же самое	2	8
7	мы видим что	2	7
8	все то что	1	6
9	до сих пор	3	5
10	о том что	1	3
11	мы уже говорили	2	3
12	не имеет никакого	1	3
13	о том как	2	2
14	и во всех	3	2
15	мы видели что	1	2
16	и та же	1	2
17	и мы можем	1	2
18	на самом деле	4	2
19	то что в	1	2
20	вместе с тем	1	2
21	как мы видели	4	2
22	что в этой	1	2
23	в свою очередь	1	2
24	в данном случае	2	2
25	мы не можем	1	2
26	в то время	2	2
27	в мировой литературе	1	1
28	конечно не в	1	1
29	что дело идет	1	1
30	одной и той	1	1
31	там где он	1	1
32	в одном и	1	1
33	так как они	2	1
34	но и не	1	1
35	хотя она и	1	1
36	можно сказать что	2	1
37	и когда она	1	1
38	в жизни а	1	1
39	может быть и	1	1
40	потому что в	1	1
41	рассказывает о том	1	1
42	только для того	1	1
43	к тому же	2	1
44	так например в	1	1
45	что он не	1	1
46	не может быть	2	1
47	но в его	1	1
48	о мире и	1	1
49	происходит как бы	2	1
50	как бы в	2	1
51	можно было бы	2	1
52	но как мы	1	1
53	к самой природе	1	1
54	и ни о	1	1
55	к одной и	1	1
56	это первый шаг	1	1
57	по этому поводу	1	1
58	в отличие от	2	1
59	и той же	1	1
60	он не может	1	1
61	и в своей	1	1
62	которую мы все	1	1
63	он никак не	1	1
64	впитала в себя	1	1
65	сих пор не	1	1
66	в основе своей	1	1
67	здесь нет и	1	1
68	этих образов в	1	1
69	одна и та	1	1
70	в этом отношении	5	1
71	в ней есть	1	1
72	в себя и	1	1
73	как и все	1	1
74	в первой части	3	1
75	потому что она	2	1
76	и что в	1	1
77	казалось бы не	1	1
78	хотя бы в	2	1
79	потому что он	3	1
80	уже говорили что	1	1
81	это вовсе не	1	1
82	видим что в	1	1
