N	4gram	Tiupa_Hudo_2	Analitik
1	состоит в том что	2	4
2	в то же время	4	2
3	шею с темной родинкой	1	1
4	определений таков что душевная	1	1
5	тихая добродушная жалостливая барышня	1	1
6	и в самом деле	1	1
7	приводит к тому что	1	1
8	мягкую белую шею с	1	1
9	в самом деле не	1	1
10	мягким взглядом очень здоровая	1	1
11	то же самое что	2	1
12	одних и тех же	1	1
13	заключается в том что	1	1
14	полные розовые щеки на	1	1
15	с темной родинкой и	1	1
16	мотивом смерти не случайно	1	1
17	таков что душевная характеристика	1	1
18	упускать из виду что	1	1
19	к тому же в	1	1
20	с кротким мягким взглядом	1	1
21	которому казалось бы место	1	1
22	была тихая добродушная жалостливая	1	1
23	мы имеем дело с	1	1
24	нет я не байрон	1	1
25	недуховность была бы постепенно	1	1
26	и в этом случае	1	1
27	добродушная жалостливая барышня с	1	1
28	белую шею с темной	1	1
29	розовые щеки на мягкую	1	1
30	на мягкую белую шею	1	1
31	постепенно снята а так	1	1
32	это была тихая добродушная	1	1
33	для общей художественной концепции	1	1
34	не байрон я другой	1	1
35	была бы постепенно снята	1	1
36	барышня с кротким мягким	1	1
37	я не байрон я	1	1
38	не в состоянии заменить	1	1
39	щеки на мягкую белую	1	1
40	кротким мягким взглядом очень	1	1
41	а так она подхваченная	1	1
42	ее полные розовые щеки	1	1
43	о себе как о	1	1
44	его недуховность была бы	1	1
45	на ее полные розовые	1	1
46	жалостливая барышня с кротким	1	1
47	снята а так она	1	1
48	бы постепенно снята а	1	1
49	глядя на ее полные	1	1
