N	3gram	Tiupa_Lite_2	KulturaY
1	и т п	2	41
2	с точки зрения	3	16
3	для того чтобы	1	11
4	можно было бы	1	10
5	тем не менее	2	9
6	в том что	5	8
7	той или иной	1	5
8	с одной стороны	6	4
9	до тех пор	1	4
10	в этом случае	2	4
11	после того как	1	4
12	тех пор пока	1	4
13	в данном случае	3	4
14	о том что	2	3
15	не только как	1	3
16	с другой стороны	4	3
17	на самом деле	1	3
18	а с другой	1	3
19	в том чтобы	3	3
20	не может быть	7	3
21	только то что	1	2
22	не говоря уже	2	2
23	с тем чтобы	1	2
24	в том числе	2	2
25	не в том	1	2
26	по отношению к	3	2
27	в отличие от	1	2
28	не могут быть	1	2
29	говоря уже о	2	2
30	как мы видели	1	2
31	в свое время	2	2
32	а в том	1	1
33	то же в	1	1
34	мы не можем	1	1
35	в одном из	1	1
36	в то же	9	1
37	бы то ни	1	1
38	а то и	1	1
39	тем что в	1	1
40	повлечь за собой	1	1
41	и в то	1	1
42	из того что	1	1
43	не только не	1	1
44	тех или иных	1	1
45	что в ней	1	1
46	к тому что	1	1
47	есть не более	1	1
48	не более чем	1	1
49	все ту же	2	1
50	в целом ряде	1	1
51	однако в том	1	1
52	и не может	1	1
53	я все время	1	1
54	а не с	1	1
55	что он не	1	1
56	в конечном счете	5	1
57	положение при котором	1	1
58	сама в себе	1	1
59	как и следовало	1	1
60	то же самое	1	1
61	то же время	9	1
62	вместе с тем	1	1
63	прежде всего в	1	1
64	ничего не стоит	1	1
65	в равной мере	1	1
66	не имеет ничего	1	1
67	пролегает граница между	1	1
68	а так как	1	1
69	быть не может	1	1
70	самом деле есть	1	1
71	речь шла о	1	1
72	обостренным вниманием к	1	1
73	что же касается	1	1
74	в свою очередь	1	1
75	что слово это	1	1
76	этой точки зрения	1	1
77	и прежде всего	1	1
78	с этой точки	1	1
79	по крайней мере	2	1
