N	4gram	Vygotskiy__6	Istorich
1	не что иное как	1	3
2	в то время как	5	2
3	состоит в том что	2	2
4	только в связи с	1	2
5	заключается в том что	5	1
6	точно так же как	1	1
7	в силу того что	5	1
8	частный случай более общего	1	1
9	с этой точки зрения	1	1
10	сказывается в том что	1	1
11	в том что в	1	1
12	но вместе с тем	1	1
13	этот вопрос можно дать	1	1
14	есть не что иное	1	1
15	иначе обстоит дело с	1	1
16	таким образом мы можем	1	1
17	одной и той же	3	1
18	на этот вопрос можно	1	1
19	мы имеем дело с	1	1
20	только частный случай более	1	1
21	но в этом случае	1	1
