N	3gram	Bakhtin_Fr_6	Literetu
1	в то же	5	9
2	то же время	5	9
3	не может быть	1	7
4	с одной стороны	4	6
5	в том что	2	5
6	с другой стороны	2	4
7	по отношению к	1	3
8	в этом отношении	3	3
9	в данном случае	2	3
10	с точки зрения	2	3
11	о том что	5	2
12	за то что	1	2
13	это прежде всего	2	2
14	в одном из	1	1
15	том что в	1	1
16	и для всех	1	1
17	в этот день	1	1
18	и себя в	1	1
19	в конце концов	1	1
20	одна из ведущих	1	1
21	для того чтобы	1	1
22	является одним из	1	1
23	из того что	1	1
24	а с другой	1	1
25	после того как	1	1
26	в целом ряде	1	1
27	и прежде всего	2	1
28	что уже в	1	1
29	и др на	1	1
30	и даже в	1	1
31	что в начале	1	1
32	и то что	2	1
33	все то что	4	1
34	а так как	1	1
35	в основе своей	1	1
36	той или иной	1	1
37	одной стороны и	2	1
38	только то что	1	1
39	так и от	1	1
40	вместе с тем	1	1
41	и вовсе не	2	1
42	в себе и	1	1
43	что же касается	1	1
44	во всех этих	2	1
45	то есть в	2	1
46	а за ними	1	1
