N	4gram	Bakhtin_Pr_3	Tvorches
1	в то же время	5	12
2	но в то же	1	4
3	в преступлении и наказании	2	3
4	в сне смешного человека	5	2
5	в записках из подполья	1	2
6	сосредоточивает действие только в	1	1
7	пороге у дверей при	1	1
8	в двух точках на	1	1
9	происходит катастрофа и скандал	1	1
10	действие только в двух	1	1
11	сущности перескакивает и сосредоточивает	1	1
12	или на площади заменой	1	1
13	а не то что	1	1
14	только в двух точках	1	1
15	кризис и перелом или	1	1
16	перескакивает и сосредоточивает действие	1	1
17	совершается кризис и перелом	1	1
18	все более и более	1	1
19	и перелом или на	1	1
20	и через пространство он	1	1
21	где совершается кризис и	1	1
22	бывает гостиная зал столовая	1	1
23	гостиная зал столовая где	1	1
24	на пороге у дверей	1	1
25	в стихах и прозе	1	1
26	на лестнице в коридоре	1	1
27	точках на пороге у	1	1
28	которой обычно бывает гостиная	1	1
29	лестнице в коридоре и	1	1
30	в униженных и оскорбленных	1	1
31	двух точках на пороге	1	1
32	на площади заменой которой	1	1
33	пространство он в сущности	1	1
34	и в то же	2	1
35	зал столовая где происходит	1	1
36	в сущности перескакивает и	1	1
37	перелом или на площади	1	1
38	дверей при входе на	1	1
39	заменой которой обычно бывает	1	1
40	обычно бывает гостиная зал	1	1
41	при входе на лестнице	1	1
42	у дверей при входе	1	1
43	входе на лестнице в	1	1
44	через пространство он в	1	1
45	где происходит катастрофа и	1	1
46	на самом же деле	1	1
47	он в сущности перескакивает	1	1
48	площади заменой которой обычно	1	1
49	столовая где происходит катастрофа	1	1
50	не что иное как	1	1
51	и сосредоточивает действие только	1	1
