1	заключается в том что	1	13
2	одного и того же	2	5
3	с этой точки зрения	1	4
4	одной и той же	3	4
5	с одной стороны и	1	2
6	только в том что	4	2
7	к одной и той	1	2
8	все более и более	2	2
9	в том смысле что	1	1
10	точно так же как	1	1
11	и той же группе	1	1
12	бы они ни были	2	1
13	не говоря уже о	1	1
14	мысли с другой стороны	1	1
15	отношение слова к мысли	1	1
16	виде в каком их	1	1
17	бы то ни было	1	1
18	не заключает в себе	1	1
19	одном и том же	2	1
20	можно было бы сказать	1	1
21	в том виде в	1	1
22	том виде в каком	1	1
23	не что иное как	2	1
24	и в истории развития	1	1
25	в известные группы и	1	1
