N	4gram	Vinokur_Ku_1	Psycholo
1	и в самом деле	2	9
2	заключается в том что	2	4
3	одно и то же	1	2
4	и вместе с тем	1	2
5	в самом деле в	1	1
6	в том что она	1	1
7	прав когда указывает на	1	1
8	только в том случае	1	1
9	в том что оно	2	1
10	и т п с	1	1
11	в том смысле что	1	1
12	для того чтобы с	1	1
13	не в том что	1	1
14	есть в сущности говоря	1	1
15	вовсе не в том	1	1
16	с этой точки зрения	1	1
17	в том случае если	1	1
18	и то же слово	1	1
19	ни в какой мере	1	1
20	с более или менее	1	1
21	и есть в сущности	1	1
22	только для того чтобы	1	1
23	в том виде какой	1	1
24	того как мы можем	1	1
25	состоит в том что	3	1
