N	3gram	Propp_Isto_6	Analitik
1	о том что	4	6
2	в том что	5	6
3	в данном случае	3	5
4	с одной стороны	7	4
5	по отношению к	2	4
6	в этом случае	6	4
7	подобно тому как	1	3
8	как и в	2	3
9	тем не менее	1	3
10	и тем самым	1	2
11	в таком случае	1	2
12	и то что	1	2
13	с другой стороны	8	2
14	на то что	1	2
15	в частности в	1	2
16	можно было бы	2	2
17	в обоих случаях	1	2
18	не только в	4	2
19	в борьбе с	1	2
20	только то что	2	1
21	так или иначе	1	1
22	одно из значений	1	1
23	все того же	1	1
24	тех случаях когда	3	1
25	могут быть только	1	1
26	ничего не означает	1	1
27	что иное как	1	1
28	при встрече с	1	1
29	в себе не	1	1
30	как и вся	1	1
31	вместе с ними	1	1
32	как бы с	1	1
33	еще ничего не	1	1
34	одну из его	1	1
35	как один из	1	1
36	можно сказать что	1	1
37	и то же	1	1
38	есть не что	1	1
39	этой точки зрения	1	1
40	и те же	1	1
41	в том смысле	1	1
42	не что иное	1	1
43	более или менее	1	1
44	не менее в	1	1
45	жизнью и смертью	1	1
46	в этом месте	1	1
47	речь идет о	1	1
48	в тех случаях	3	1
49	в этих случаях	1	1
50	со всех сторон	1	1
51	в свое время	1	1
52	том смысле что	1	1
53	друг с другом	1	1
54	точно так же	2	1
55	но и в	2	1
56	но и на	1	1
57	на этот вопрос	1	1
58	то что все	1	1
59	с этой точки	1	1
60	не столько о	1	1
61	одно и то	1	1
62	то и другое	1	1
63	в противоречие с	1	1
64	не может быть	3	1
