N	4gram	Bakhtin_Pr_3	Hudozhes
1	в то же время	5	6
2	состоит в том что	1	3
3	в том числе и	10	2
4	в той или иной	1	2
5	и в то же	2	2
6	можно даже сказать что	1	1
7	в более или менее	1	1
8	во всей своей полноте	1	1
9	не что иное как	1	1
10	модус взаимоотношений человека с	1	1
11	с самим собою в	1	1
12	есть не что иное	1	1
13	взаимоотношений человека с человеком	1	1
14	вольный фамильярный контакт между	1	1
15	той или иной форме	1	1
16	в этом смысле можно	1	1
17	мы имеем дело с	1	1
18	в преступлении и наказании	2	1
19	новый модус взаимоотношений человека	1	1
20	провозглашает веселую относительность всего	1	1
21	с точки зрения логики	1	1
