N	3gram	Voloshinov_1	Problemy
1	с точки зрения	5	9
2	не может быть	4	8
3	и не может	1	7
4	в то же	1	5
5	по отношению к	3	5
6	то же время	1	5
7	в самом деле	2	4
8	как и в	1	3
9	с другой стороны	2	3
10	в отличие от	1	3
11	более или менее	1	3
12	нам кажется что	1	3
13	в узком смысле	1	2
14	но в то	1	2
15	в том что	2	2
16	точки зрения своего	1	2
17	в системе языка	1	2
18	нет и не	1	2
19	можно было бы	1	2
20	на этом мы	1	2
21	с одной стороны	2	1
22	с самого начала	2	1
23	так же как	1	1
24	одно и то	3	1
25	от него не	1	1
26	и в некоторых	1	1
27	проблем связанных с	1	1
28	это конечно не	1	1
29	и т.д как	1	1
30	не в системе	1	1
31	сюда относятся все	1	1
32	смысле слова и	1	1
33	отношение к слову	1	1
34	между собою и	1	1
35	может быть и	1	1
36	а вовсе не	1	1
37	иметь в виду	1	1
38	и в их	1	1
39	в данную эпоху	1	1
40	к тому что	1	1
41	между тем как	1	1
42	одна из существеннейших	1	1
43	в синтаксической конструкции	1	1
44	все же есть	1	1
45	как то что	1	1
46	и то же	2	1
47	если только они	1	1
48	в каждом элементе	1	1
49	в себя как	1	1
50	есть прежде всего	3	1
51	и наконец в	2	1
52	но это конечно	1	1
53	в связи с	1	1
54	мы чувствуем что	1	1
55	и вместе с	1	1
56	не входит в	1	1
57	за пределы настоящей	1	1
58	прежде всего в	1	1
59	в виду что	1	1
60	представим себе что	2	1
61	в собственном смысле	1	1
62	собственном смысле слова	1	1
63	в сознании и	1	1
64	почти никогда не	1	1
65	те же самые	1	1
66	его роль в	1	1
67	слово но при	1	1
68	а не как	1	1
69	выходит за пределы	1	1
70	в данном случае	2	1
