N	4gram	Vygotskiy__1	RusskieA
1	в том что в	1	5
2	но тем не менее	1	2
3	в том что этот	1	2
4	вместе с тем и	1	2
5	о том что в	1	1
6	как это ни странно	1	1
7	не оставляет сомнений в	1	1
8	приводит к тому что	1	1
9	одном и том же	1	1
10	но и потому что	1	1
11	в одном и том	1	1
12	приходит к выводу что	3	1
13	той только разницей что	1	1
14	как мы уже знаем	1	1
15	который мы наблюдаем в	1	1
16	в тех случаях когда	1	1
17	с той только разницей	1	1
18	сомнений в том что	1	1
19	оставляет сомнений в том	1	1
20	так же как и	4	1
21	но вместе с тем	4	1
