N	3gram	Voloshinov_1	KulturaY
1	для того чтобы	1	15
2	в том что	4	15
3	и т д	1	14
4	с точки зрения	10	9
5	по отношению к	9	8
6	то обстоятельство что	1	8
7	в самом деле	5	7
8	только потому что	1	6
9	о том что	1	5
10	в этом отношении	2	5
11	в зависимости от	2	5
12	во всяком случае	3	5
13	по крайней мере	1	5
14	до сих пор	3	4
15	тем не менее	2	4
16	том что он	2	4
17	что же касается	1	4
18	и тогда когда	1	3
19	а с другой	1	3
20	в свою очередь	1	3
21	не может быть	3	3
22	на самом деле	2	2
23	в то же	5	2
24	мы увидим что	4	2
25	но все же	1	2
26	сводится к тому	1	2
27	в этом случае	1	2
28	хотя бы и	2	2
29	то же время	5	2
30	в свое время	1	2
31	так и в	2	2
32	с одной стороны	1	1
33	с их помощью	1	1
34	в данный момент	1	1
35	не укладывается в	1	1
36	было бы гораздо	1	1
37	в таких случаях	2	1
38	в большинстве случаев	4	1
39	с ним было	1	1
40	и должны быть	1	1
41	ни в каком	1	1
42	роль в истории	1	1
43	и с его	1	1
44	это уже не	1	1
45	если бы он	3	1
46	а может быть	1	1
47	и таким путем	1	1
48	позицию по отношению	1	1
49	к основной теме	1	1
50	помощью которого они	1	1
51	с помощью которого	1	1
52	является как бы	1	1
53	и во многих	1	1
54	в настоящее время	1	1
55	тот или иной	1	1
56	в особенности в	1	1
57	отнюдь не является	1	1
58	вместе с ним	1	1
59	и то же	1	1
60	не только из	1	1
61	у всех народов	1	1
62	большую роль в	1	1
63	потому что оно	1	1
64	ничего общего с	1	1
65	лет тому назад	1	1
66	и может быть	2	1
67	может быть предметом	1	1
68	в отличие от	1	1
69	до конца и	1	1
70	таким образом в	1	1
71	не в силах	2	1
72	далеко не всегда	3	1
73	все же остается	1	1
74	на этот вопрос	1	1
75	вот один из	1	1
76	в нормальный обиход	1	1
77	ни в какой	1	1
78	сводится к следующему	1	1
79	только в его	1	1
80	но во всяком	1	1
81	иметь в виду	1	1
82	его борьбы с	1	1
83	все то что	2	1
84	в наше время	1	1
85	в собственном смысле	1	1
86	и его ученики	3	1
87	в себе и	1	1
88	бы гораздо более	1	1
89	что в данном	1	1
90	в виду их	1	1
91	роковую роль в	1	1
92	во всех этих	1	1
93	к тому чтобы	3	1
94	и на все	1	1
95	в ее целом	3	1
96	связанная с ним	1	1
97	это было бы	1	1
98	этой науки в	1	1
99	как наука о	1	1
100	одно и то	1	1
