N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	6	14
2	что иное как	1	6
3	не что иное	1	6
4	не может быть	3	6
5	о том что	2	5
6	в самом деле	2	5
7	по крайней мере	3	5
8	подобно тому как	1	4
9	на первый план	1	4
10	ни в коем	1	3
11	с одной стороны	1	3
12	и прежде всего	1	3
13	в коем случае	1	3
14	в том что	1	3
15	ничего не говорит	1	3
16	мы не можем	1	2
17	это и есть	1	2
18	к отцу и	1	2
19	так же как	2	2
20	есть в сущности	1	2
21	и пр это	1	2
22	и в этом	2	2
23	и притом чисто	1	2
24	и в чем	1	2
25	той или иной	1	2
26	не могут быть	2	2
27	во всяком случае	3	2
28	но даже и	1	2
29	этой точки зрения	1	2
30	с этой точки	1	2
31	чем иным как	1	1
32	даже не на	1	1
33	в основе их	1	1
34	на самом деле	4	1
35	связи с этим	1	1
36	внешний мир в	1	1
37	самом деле есть	1	1
38	бы то ни	1	1
39	только одна из	1	1
40	что в них	1	1
41	и пр в	1	1
42	несводимы одна на	1	1
43	другими словами мы	1	1
44	друг на друга	2	1
45	в конечном счете	2	1
46	до сих пор	3	1
47	то ни было	1	1
48	случае не может	1	1
49	имеем в виду	1	1
50	и к ним	1	1
51	пр и пр	2	1
52	то же самое	1	1
53	и пр и	3	1
54	а иногда и	1	1
55	конечно с точки	1	1
56	в том смысле	1	1
57	и ни в	1	1
58	одна и та	1	1
59	и к отцу	2	1
60	в нем нет	2	1
61	ни в чем	3	1
62	в применении к	1	1
63	мы имеем в	1	1
64	может быть только	1	1
65	в связи с	1	1
66	все что угодно	1	1
67	и даже более	1	1
68	и та же	1	1
69	же как и	1	1
70	и что он	1	1
71	в этом отношении	1	1
72	одна на другую	1	1
73	и говорить о	1	1
74	указать только на	1	1
75	не чем иным	1	1
76	на наших глазах	1	1
77	в данном случае	1	1
78	и таким образом	1	1
