N	3gram	Voloshinov_1	Myslijsy
1	в том что	1	16
2	по крайней мере	3	5
3	вместе с тем	1	4
4	с одной стороны	1	3
5	до сих пор	3	3
6	в том смысле	1	3
7	может быть только	1	3
8	для того чтобы	1	3
9	не может быть	3	3
10	мы не можем	1	2
11	не могут быть	2	2
12	так и в	1	2
13	со стороны формы	1	2
14	но вместе с	1	2
15	можно сказать что	3	2
16	есть в сознании	1	2
17	именно то что	1	2
18	и может быть	2	2
19	зависит от того	1	2
20	подобно тому как	1	2
21	от того насколько	1	2
22	в этом отношении	1	2
23	не существует для	1	2
24	то что я	1	2
25	о том что	2	1
26	могут быть объяснены	1	1
27	к тому с	1	1
28	ребенок еще не	1	1
29	и столь же	1	1
30	тому как мы	1	1
31	друг с другом	1	1
32	еще не знает	1	1
33	рано или поздно	1	1
34	а потому и	2	1
35	и потому мы	1	1
36	форма и содержание	1	1
37	бы оно ни	1	1
38	таким образом и	1	1
39	а может быть	1	1
40	его отношение к	1	1
41	на самом деле	4	1
42	даже тогда когда	1	1
43	каждое из этих	1	1
44	во многих случаях	1	1
45	самом деле в	1	1
46	и та же	1	1
47	то же самое	1	1
48	вместе с ним	1	1
49	на первый взгляд	1	1
50	если б не	1	1
51	сих пор еще	1	1
52	увидим что оно	1	1
53	каждого из этих	1	1
54	все то что	2	1
55	же что и	1	1
56	в чем не	3	1
57	в сознание и	2	1
58	следует заметить что	1	1
59	годятся только для	1	1
60	в самом деле	2	1
61	со всех сторон	1	1
62	нам кажется что	2	1
63	между собою в	1	1
64	одна и та	1	1
65	в данном случае	1	1
66	и говорить о	1	1
67	быть не может	1	1
68	а вместе с	1	1
69	те же что	1	1
70	в свое время	1	1
71	и таким образом	1	1
72	в этой работе	1	1
73	человека и все	1	1
