N	4gram	Losev_Prob_3	Psycholo
1	заключается в том что	2	7
2	в том что он	1	3
3	в том виде как	2	2
4	в том и заключается	1	2
5	в то время как	4	2
6	ни в каком случае	2	1
7	имеют ничего общего с	1	1
8	указанием на то что	1	1
9	он в данном случае	1	1
10	что бы то ни	1	1
11	одно и то же	3	1
12	не имеют ничего общего	1	1
13	том и заключается что	1	1
14	в том смысле что	3	1
15	по крайней мере в	1	1
16	это значит что и	1	1
17	не что иное как	4	1
18	в каком случае не	1	1
19	с этой точки зрения	1	1
20	бы то ни стало	1	1
21	одного и того же	1	1
22	если же мы возьмем	1	1
23	само собой разумеется что	1	1
24	то же самое можно	1	1
25	и тем не менее	3	1
26	заключается в том чтобы	1	1
27	и может быть даже	1	1
28	есть не что иное	4	1
29	никак не может быть	1	1
30	моря и земли и	1	1
31	бы то ни было	3	1
32	которые мы находим в	1	1
33	то это значит что	2	1
34	во что бы то	1	1
35	к тому или иному	1	1
36	сам по себе и	1	1
37	это можно было бы	1	1
38	так же как и	1	1
39	ответ на этот вопрос	1	1
