N	3gram	Tiupa_Teor_1	Myshleni
1	для того чтобы	1	14
2	по отношению к	4	12
3	в том что	8	11
4	с точки зрения	3	9
5	так же как	1	7
6	в известном смысле	1	7
7	заключается в том	1	5
8	можно сказать что	2	5
9	отношение к объекту	1	5
10	о том что	1	4
11	подобно тому как	1	4
12	из того что	1	4
13	то же самое	1	4
14	в то время	1	4
15	но он не	1	4
16	сама по себе	1	4
17	друг от друга	1	4
18	с одной стороны	2	3
19	и того же	3	3
20	мере в какой	1	3
21	состоит в том	5	3
22	не только не	2	3
23	одного и того	3	3
24	на вопрос о	1	3
25	той мере в	1	3
26	в свою очередь	2	3
27	в той мере	1	3
28	не может быть	4	3
29	том что в	1	2
30	что представляет собой	1	2
31	а с другой	2	2
32	что ничто не	1	2
33	с другой стороны	5	2
34	то что они	1	2
35	именно потому что	1	2
36	тем или иным	1	2
37	именно в этом	1	2
38	таким образом что	1	2
39	в отличие от	6	2
40	мы говорим о	1	2
41	что он должен	1	1
42	и тем самым	2	1
43	в этом смысле	2	1
44	одно и то	1	1
45	еще большей степени	1	1
46	в то же	5	1
47	в том числе	2	1
48	и потому что	1	1
49	тем и другим	1	1
50	в одном и	1	1
51	по своей природе	2	1
52	на нее как	1	1
53	в еще большей	1	1
54	а тем более	1	1
55	он мог бы	1	1
56	исходит из того	1	1
57	тех или иных	3	1
58	таким образом и	1	1
59	к тому что	2	1
60	так же точно	1	1
61	имеем в виду	3	1
62	не менее чем	1	1
63	на деле его	1	1
64	и то же	1	1
65	с логической точки	1	1
66	есть не что	1	1
67	можно было ожидать	1	1
68	но не знает	1	1
69	ту же самую	1	1
70	точки зрения и	1	1
71	не что иное	1	1
72	они ни были	1	1
73	более или менее	2	1
74	не могло быть	2	1
75	это происходит в	1	1
76	никак не может	1	1
77	той или иной	1	1
78	мы имеем в	3	1
79	не могут быть	2	1
80	между собой и	1	1
81	в связи с	1	1
82	что иное как	1	1
83	те и другие	1	1
84	можно даже сказать	1	1
85	является одним из	1	1
86	в первом случае	1	1
87	том числе и	1	1
88	тем не менее	3	1
89	это было бы	1	1
90	в полной мере	1	1
91	логической точки зрения	1	1
92	не совпадает с	1	1
93	совершенно особого рода	1	1
94	того или иного	3	1
