N	3gram	Tiupa_Anal_2	formyVre
1	то же время	2	9
2	в то же	2	6
3	в связи с	1	5
4	с самим собою	1	3
5	по отношению к	4	3
6	в этом отношении	3	3
7	и то же	1	3
8	одно и то	1	3
9	не может быть	1	3
10	с одной стороны	4	2
11	и тех же	1	2
12	как и в	3	2
13	в том что	6	2
14	в отличие от	2	2
15	как раз и	1	2
16	по природе своей	2	2
17	одних и тех	1	2
18	не только в	2	2
19	той или иной	3	2
20	пространственных и временных	1	2
21	но и в	1	2
22	с точки зрения	2	2
23	с самим собой	1	2
24	в соответствии с	2	2
25	к тому же	4	2
26	и во всех	1	1
27	в данный момент	1	1
28	о том что	6	1
29	как мы это	1	1
30	слияние пространственных и	1	1
31	друг с другом	1	1
32	в самом начале	3	1
33	борьбе с собой	1	1
34	и временных примет	1	1
35	и тогда когда	1	1
36	тех случаях когда	1	1
37	из того же	1	1
38	и в словах	1	1
39	имеет место слияние	1	1
40	и в этом	4	1
41	до известной степени	1	1
42	в самом деле	1	1
43	в нашем случае	1	1
44	место слияние пространственных	1	1
45	жизни но и	1	1
46	в осмысленном и	1	1
47	при сопоставлении с	1	1
48	в этом ряду	1	1
49	в этом случае	4	1
50	во времени и	1	1
51	как раз не	1	1
52	сюжетного и композиционного	1	1
53	но отнюдь не	1	1
54	в значительной степени	2	1
55	и конкретном целом	1	1
56	и в самом	2	1
57	и все его	1	1
58	которые могут быть	1	1
59	на себе и	1	1
60	в тех случаях	1	1
61	сама по себе	1	1
62	в себе не	1	1
63	не только на	1	1
64	примет в осмысленном	1	1
65	прежде всего в	1	1
66	со всех сторон	1	1
67	в данном случае	5	1
68	временных примет в	1	1
69	сами по себе	1	1
70	но и на	1	1
71	нашем случае в	1	1
72	времени и пространстве	1	1
73	с одной из	1	1
74	почти вовсе не	1	1
75	ни к какой	1	1
76	осмысленном и конкретном	1	1
77	но в качестве	1	1
78	в конкретное единство	1	1
79	во всех этих	1	1
80	то есть в	2	1
81	в свою очередь	1	1
82	не оставляет места	1	1
83	вместе с ними	1	1
