N	4gram	Bakhtin_fo_2	FransuaR
1	в том числе и	2	7
2	в той или иной	1	5
3	той или иной форме	1	4
4	до сих пор еще	1	3
5	как мы уже сказали	3	3
6	как мы уже говорили	1	2
7	в средние века и	2	2
8	мы уже говорили что	1	2
9	средние века и в	1	2
10	в эпизоде воспитания гаргантюа	1	1
11	мы имеем в виду	2	1
12	форм для своего выражения	1	1
13	переплетаются друг с другом	1	1
14	иной форме и степени	1	1
15	тела и телесной жизни	1	1
16	в то же время	4	1
17	и др все эти	1	1
18	и почти вовсе не	1	1
19	изображении человеческого тела в	1	1
20	и у других представителей	1	1
21	и в большинстве случаев	1	1
22	жизни но и в	1	1
23	в фабльо и шванках	1	1
24	все более и более	1	1
25	в эпоху возрождения но	1	1
26	принадлежит к самой природе	1	1
27	в изображении человеческого тела	1	1
28	или иной форме и	1	1
29	в том что он	1	1
30	в литературе и в	1	1
31	но в то же	1	1
32	и пр и пр	1	1
33	еды питья испражнений половой	1	1
34	в романе рабле вовсе	1	1
35	к себе самому и	1	1
