N	3gram	Trubetskoy_1	Myshleni
1	в том что	7	17
2	вместе с тем	3	10
3	заключается в том	1	7
4	для того чтобы	6	7
5	с самого начала	1	6
6	так же как	1	6
7	друг с другом	14	5
8	тот факт что	2	5
9	можно было бы	3	5
10	в связи с	1	5
11	тем не менее	1	5
12	и того же	1	4
13	то и другое	1	4
14	одного и того	1	4
15	смысле этого слова	1	4
16	во всяком случае	6	4
17	о том что	2	3
18	состоит в том	1	3
19	на то что	4	3
20	в этом отношении	1	3
21	в этом и	1	2
22	в том виде	1	2
23	и то что	3	2
24	и во всяком	2	2
25	том виде как	1	2
26	и в этом	1	2
27	заключает в себе	1	2
28	тем что они	1	2
29	из которых каждый	2	2
30	по отношению к	1	2
31	того и другого	1	2
32	той или иной	3	2
33	и вместе с	2	2
34	только в том	2	2
35	того или иного	2	2
36	в свою очередь	1	2
37	не может быть	4	2
38	по сравнению со	1	1
39	в тот или	1	1
40	от того чтобы	1	1
41	говорили в начале	1	1
42	никакому сомнению что	1	1
43	для нас важно	1	1
44	в основе его	1	1
45	в том числе	1	1
46	если только не	1	1
47	бы то ни	4	1
48	с внешней стороны	1	1
49	потому что так	1	1
50	таким же образом	2	1
51	точно так же	2	1
52	из которых каждая	1	1
53	не могло бы	1	1
54	всяком случае не	1	1
55	в области внутренней	1	1
56	его лежит не	1	1
57	в другом месте	1	1
58	в совершенно ином	1	1
59	место в мире	1	1
60	и в том	2	1
61	так как это	1	1
62	уже не на	1	1
63	может ли оно	1	1
64	мы подходим к	1	1
65	указывает на то	1	1
66	но мы уже	1	1
67	подлежит никакому сомнению	1	1
68	до сих пор	5	1
69	совершенно ином виде	1	1
70	это противоречие между	1	1
71	к тому что	2	1
72	во многих случаях	1	1
73	в результате этого	1	1
74	в этом случае	3	1
75	часто соединяется с	1	1
76	то же самое	1	1
77	так как оно	1	1
78	тот или иной	1	1
79	и как бы	1	1
80	отнюдь не является	1	1
81	что оно является	1	1
82	в качестве своей	1	1
83	ни одна из	2	1
84	том основании что	1	1
85	мы не знаем	1	1
86	видеть в этой	1	1
87	входящего в состав	1	1
88	основе его лежит	1	1
89	на том основании	1	1
90	в значительной степени	1	1
91	более или менее	4	1
92	друг к другу	1	1
93	к вопросу о	3	1
94	в применении к	1	1
95	мы говорили в	2	1
96	не подлежит никакому	1	1
97	бы обозначить как	1	1
98	с другом в	1	1
99	сама по себе	2	1
100	именно в силу	1	1
101	всех этих случаях	1	1
102	между собой и	1	1
103	том числе и	1	1
104	по отношению ко	1	1
105	с точки зрения	9	1
106	в том чтобы	1	1
107	мы говорили выше	1	1
108	друг от друга	2	1
109	в конце концов	3	1
110	с ним в	1	1
111	во всех этих	1	1
112	ли может быть	1	1
113	к тому чтобы	4	1
114	и что в	1	1
115	все три вида	1	1
116	тогда когда они	2	1
117	в данном случае	3	1
118	за то что	1	1
119	то ни было	1	1
