N	4gram	Vygotskiy__2	Myshleni
1	в то время как	2	5
2	заключается в том что	7	5
3	в силу того что	1	5
4	одного и того же	1	4
5	одной и той же	4	3
6	в том смысле что	1	2
7	с самого начала что	1	2
8	вместе с тем и	1	2
9	же как и в	1	1
10	он должен был оставить	1	1
11	приводит к тому что	1	1
12	то же самое что	2	1
13	один и тот же	1	1
14	и не может быть	1	1
15	с точки зрения этой	1	1
16	точно так же как	2	1
17	не что иное как	1	1
18	в том что в	2	1
19	с этой точки зрения	1	1
20	в связи с этим	1	1
21	в зависимости от того	1	1
22	никакой роли и что	1	1
23	так же как и	1	1
24	то время как у	1	1
25	есть не что иное	1	1
