N	4gram	Bakhtin_Pr_2	Myshleni
1	в том числе и	1	3
2	в собственном смысле слова	1	3
3	как мы уже говорили	1	3
4	с одной стороны и	1	2
5	в той или иной	3	1
6	с точки зрения того	1	1
7	по отношению к себе	1	1
8	по мере того как	1	1
9	было бы привести еще	1	1
10	на то что он	1	1
11	как если бы он	1	1
12	то что он не	1	1
13	следует за ней в	1	1
14	что с точки зрения	1	1
15	никогда не может быть	1	1
16	в том что он	1	1
17	дело в том что	1	1
18	рядом друг с другом	1	1
19	можно было бы привести	1	1
20	бы то ни было	1	1
