N	4gram	Tiupa_Anal_3	Narrotol
1	в то же время	3	3
2	мысль о том что	1	2
3	мы имеем дело с	1	2
4	не для того чтобы	1	1
5	судьбы они едины судьба	1	1
6	как раз в том	1	1
7	не что иное как	1	1
8	здесь не только в	1	1
9	одного и того же	3	1
10	и дело здесь не	1	1
11	его поступки только раскрывают	1	1
12	дело здесь не только	1	1
13	и его поступки только	1	1
14	сторону индивида и его	1	1
15	есть не что иное	1	1
16	раз в том что	1	1
17	едины судьба выражает внеличную	1	1
18	в той или иной	1	1
19	позицию по отношению к	1	1
20	внеличную сторону индивида и	1	1
21	от своей судьбы они	1	1
22	судьба выражает внеличную сторону	1	1
23	представляет собой один из	1	1
24	отделен от своей судьбы	1	1
25	индивида и его поступки	1	1
26	они едины судьба выражает	1	1
27	имеет в своем составе	1	1
28	только раскрывают содержание судьбы	1	1
29	присутствия я в мире	2	1
30	и к себе самому	1	1
31	не отделен от своей	1	1
32	выражает внеличную сторону индивида	1	1
33	есть на самом деле	1	1
34	поступки только раскрывают содержание	1	1
35	и здесь мы имеем	1	1
36	своей судьбы они едины	1	1
