N	3gram	Bakhtin_Pr_4	Literetu
1	в то же	5	9
2	то же время	5	9
3	не может быть	8	7
4	с одной стороны	1	6
5	в том что	2	5
6	с другой стороны	3	4
7	по отношению к	5	3
8	в данном случае	1	3
9	с точки зрения	9	3
10	о том что	2	2
11	в том числе	4	2
12	в этом случае	1	2
13	и то же	1	2
14	в свое время	2	2
15	одно и то	1	2
16	такой же как	1	1
17	в одном из	2	1
18	столь характерный для	1	1
19	и в сущности	2	1
20	в художественном мире	1	1
21	из того же	1	1
22	не менее чем	1	1
23	в конце концов	1	1
24	от первого лица	1	1
25	нет и не	2	1
26	и в то	1	1
27	является одним из	1	1
28	после того как	1	1
29	к тому что	1	1
30	и наконец в	1	1
31	и не может	7	1
32	можно было бы	2	1
33	в целом к	1	1
34	в отличие от	3	1
35	а во второй	1	1
36	никогда не бывает	1	1
37	о себе не	1	1
38	той или иной	2	1
39	речь а не	1	1
40	одной стороны и	1	1
41	для него в	1	1
42	прежде всего в	1	1
43	даже и не	1	1
44	том числе и	3	1
45	обойтись без другого	1	1
46	в себе и	1	1
47	не только и	1	1
48	то есть в	4	1
49	что может быть	1	1
