N	3gram	Nazirov_Vr_1	Vladivir
1	в письме к	2	8
2	о том что	1	7
3	в том что	2	7
4	в то же	4	4
5	в этом смысле	1	4
6	того же года	1	4
7	и то что	1	4
8	на то что	1	4
9	на этот раз	1	4
10	то же время	4	4
11	в конце концов	1	3
12	с другой стороны	1	3
13	в эти годы	2	3
14	в те годы	2	3
15	не может быть	2	3
16	он не только	2	2
17	в году и	2	2
18	и в то	1	2
19	в ответ на	1	2
20	н к михайловского	1	2
21	на первый план	1	2
22	тем более что	1	2
23	в году в	2	2
24	в то время	1	2
25	что у него	1	2
26	м м стасюлевичу	1	2
27	тем не менее	1	2
28	ответ на это	1	2
29	во всяком случае	1	2
30	заключается в том	1	1
31	в полной уверенности	1	1
32	это и есть	1	1
33	же время с	1	1
34	в том же	1	1
35	в ноябре года	2	1
36	том же письме	1	1
37	полной уверенности что	1	1
38	о нем в	1	1
39	что он сам	1	1
40	же время и	1	1
41	уже марта года	1	1
42	первое заграничное путешествие	1	1
43	а следовательно и	1	1
44	в это время	1	1
45	да и в	1	1
46	в котором он	1	1
47	и в этом	1	1
48	и никогда не	1	1
49	но в то	2	1
50	а с другой	1	1
51	года и в	1	1
52	в россию его	1	1
53	никогда не переставал	1	1
54	через год в	1	1
55	в петербурге и	1	1
56	что как раз	1	1
57	и о том	2	1
58	что уже в	1	1
59	и не может	1	1
60	к себе на	1	1
61	в конце жизни	1	1
62	и то же	1	1
63	он писал я	1	1
64	у него в	1	1
65	не только не	1	1
66	же письме к	1	1
67	он был очень	1	1
68	в этот момент	2	1
69	и стал на	1	1
70	в вестнике европы	4	1
71	в сентябре года	1	1
72	и во многом	1	1
73	в этом отношении	1	1
74	письме к в	1	1
75	и это было	1	1
76	в связи с	3	1
77	в марте года	1	1
78	что никто из	1	1
79	что для нас	1	1
80	лет от роду	1	1
81	но это не	1	1
82	то он оказался	1	1
83	и что в	2	1
84	в свою очередь	1	1
85	как раз в	2	1
86	одно и то	1	1
87	но в этот	1	1
