N	4gram	Losev_Vesc_1	Istorich
1	и т д все	1	3
2	в то время как	1	3
3	бы то ни было	4	2
4	и т д если	1	2
5	до сих пор мы	1	2
6	и тем не менее	1	2
7	дело в том что	2	2
8	с одной стороны и	1	1
9	но если это так	1	1
10	с другой стороны как	1	1
11	мы еще не знаем	1	1
12	если это так то	1	1
13	но уже сейчас мы	1	1
14	уже сейчас мы можем	1	1
15	так как будто бы	1	1
16	в результате мы получим	1	1
17	имеем дело не с	2	1
18	здесь мы не можем	1	1
19	это не значит что	1	1
20	и т д на	1	1
21	т д все это	1	1
22	на самом же деле	1	1
23	не содержит в себе	1	1
24	и т д то	1	1
25	мы имеем дело не	2	1
26	не что иное как	7	1
27	есть не что иное	5	1
28	и т д а	1	1
