N	3gram	Ircho_Kome_1	Narrotol
1	в том что	9	8
2	не только в	1	6
3	в данном случае	1	6
4	с одной стороны	3	5
5	по отношению к	3	5
6	в отличие от	1	5
7	о том что	3	4
8	состоит в том	1	4
9	тем не менее	1	4
10	к тому же	5	4
11	в то же	4	3
12	к тому что	1	3
13	но при этом	1	3
14	в этом отношении	3	3
15	то же время	4	3
16	в соответствии с	1	3
17	подобно тому как	1	2
18	так же как	1	2
19	и т п	5	2
20	а то и	2	2
21	в ответ на	1	2
22	тому же в	3	2
23	но и в	2	2
24	на то чтобы	1	2
25	хотя и не	1	2
26	в чем же	1	1
27	так или иначе	1	1
28	в большинстве случаев	1	1
29	и здесь мы	1	1
30	или хотя бы	1	1
31	на мой взгляд	1	1
32	до сих пор	2	1
33	по своему происхождению	1	1
34	особое место среди	1	1
35	что у него	1	1
36	между тем не	1	1
37	не означает что	1	1
38	едва ли не	3	1
39	а между тем	1	1
40	то же самое	2	1
41	в то время	5	1
42	можно было бы	1	1
43	в разговоре с	1	1
44	в далеком прошлом	1	1
45	каждого из этих	1	1
46	но и не	1	1
47	нет никаких оснований	1	1
48	раз в жизни	1	1
49	в обоих случаях	1	1
50	не что иное	1	1
51	в чем не	1	1
52	более или менее	1	1
53	ни в чем	1	1
54	в самую суть	1	1
55	в зависимости от	1	1
56	что иное как	1	1
57	и особенно в	1	1
58	в рамках этой	1	1
59	по аналогии с	1	1
60	за собой и	1	1
61	то время как	4	1
62	для того чтобы	1	1
63	во всяком случае	2	1
64	этой точки зрения	1	1
65	с этой точки	1	1
