N	4gram	Losev_Prob_2	Psycholo
1	заключается в том что	2	7
2	одной и той же	2	4
3	только в том случае	2	4
4	в том случае если	1	4
5	все более и более	1	2
6	в том что в	1	2
7	представление о том что	1	2
8	в то время как	1	2
9	и той же формы	1	1
10	ни в каком случае	3	1
11	значит ли это что	1	1
12	что бы то ни	1	1
13	по крайней мере в	2	1
14	не что иное как	3	1
15	в каком случае не	2	1
16	бы то ни стало	1	1
17	и тот же звук	1	1
18	в узком смысле слова	1	1
19	а с другой стороны	1	1
20	каком случае не может	1	1
21	и тем не менее	1	1
22	в связи с этим	2	1
23	ясно что при такой	1	1
24	есть не что иное	3	1
25	если бы не было	3	1
26	не только ничего не	1	1
27	один и тот же	2	1
28	и не может быть	1	1
29	бы то ни было	1	1
30	то это значит что	2	1
31	во что бы то	1	1
32	все больше и больше	1	1
33	то что мы хотели	1	1
34	так же как и	1	1
35	свидетельствует о том что	1	1
