N	3gram	Voloshinov_1	Istorich
1	мы знаем что	1	10
2	до сих пор	3	6
3	в том что	1	5
4	мы имеем в	1	5
5	вместе с тем	1	5
6	так же как	2	4
7	в связи с	1	4
8	со всех сторон	1	4
9	подобно тому как	1	3
10	с одной стороны	1	3
11	мы увидим что	1	3
12	мы здесь имеем	1	3
13	мы уже знаем	1	3
14	можно было бы	1	3
15	о том что	2	2
16	на самом деле	4	2
17	этого никогда не	1	2
18	с самого начала	4	2
19	не может быть	3	2
20	и может быть	2	2
21	не что иное	1	2
22	что иное как	1	2
23	уже знаем что	1	2
24	то же мы	1	2
25	же мы видим	1	2
26	мы можем сказать	2	1
27	мы не можем	1	1
28	это и есть	1	1
29	может быть именно	1	1
30	связи с этим	1	1
31	он прежде всего	1	1
32	и пр в	1	1
33	и связанные с	1	1
34	через некоторое время	1	1
35	мы видим и	1	1
36	в себя и	1	1
37	во всем мире	1	1
38	а может быть	1	1
39	по женской линии	1	1
40	в душу и	1	1
41	и прежде всего	1	1
42	как один из	1	1
43	в мифах и	1	1
44	может быть сведен	1	1
45	но вместе с	1	1
46	в свою противоположность	1	1
47	по его мнению	1	1
48	на вопрос о	1	1
49	что можно было	1	1
50	может быть даже	1	1
51	друг с другом	1	1
52	а в некоторых	1	1
53	можем сказать что	1	1
54	в высшей степени	1	1
55	само нуждается в	1	1
56	во время сна	1	1
57	а на самом	1	1
58	только в одном	1	1
