N	4gram	Vinokur_St_3	Dialekti
1	в то же время	3	3
2	в том смысле что	1	3
3	в то время как	4	3
4	если принять во внимание	1	2
5	не говоря уже о	1	2
6	по крайней мере три	1	1
7	приводит к тому что	1	1
8	заключается в том что	2	1
9	тем не менее в	1	1
10	не потому что он	1	1
11	независимо от того что	1	1
12	в одних и тех	1	1
13	одних и тех же	1	1
14	до сих пор мы	1	1
15	то время как в	1	1
16	не в том что	1	1
17	время во всяком случае	1	1
18	в связи с этим	1	1
19	все более и более	2	1
20	в том что именно	1	1
21	это не может быть	1	1
22	в том отношении что	1	1
