N	4gram	Vygotskiy__3	Istorich
1	не что иное как	1	3
2	но тем не менее	1	2
3	в то время как	4	2
4	состоит в том что	3	2
5	силу того что они	1	1
6	мы увидим дальше что	1	1
7	заключается в том что	6	1
8	составить предмет особого исследования	1	1
9	мы уже говорили выше	1	1
10	в силу того что	2	1
11	с этой точки зрения	2	1
12	с одной стороны он	1	1
13	все остальные особенности этого	1	1
14	в том что в	1	1
15	выше мы видели что	1	1
16	есть не что иное	1	1
17	как мы увидим ниже	1	1
18	для нас важно установить	1	1
19	одной и той же	2	1
