N	3gram	Propp_Morf_1	TeoriaLi
1	по отношению к	4	8
2	в том что	3	6
3	в данном случае	1	5
4	состоит в том	2	4
5	более или менее	2	4
6	можно сказать что	1	3
7	с другой стороны	4	3
8	тем не менее	4	3
9	во всех подобных	1	2
10	с одной стороны	1	2
11	как и в	2	2
12	тех или иных	1	2
13	в противном случае	1	2
14	и то же	1	2
15	одно и то	1	2
16	не может быть	9	2
17	всех подобных случаях	1	2
18	с точки зрения	2	2
19	подобно тому как	5	1
20	с первых же	1	1
21	который может быть	1	1
22	на свое место	1	1
23	таким образом что	1	1
24	в таком случае	1	1
25	между тем в	1	1
26	в таких случаях	2	1
27	в том случае	1	1
28	в большинстве случаев	3	1
29	и в этой	1	1
30	бы то ни	3	1
31	ни в коем	1	1
32	точно так же	1	1
33	в одном случае	1	1
34	в связи с	8	1
35	в иных случаях	2	1
36	до известной степени	1	1
37	бы они ни	1	1
38	может быть и	2	1
39	для того чтобы	2	1
40	то ни было	2	1
41	дело не в	2	1
42	во всей своей	1	1
43	здесь мы имеем	1	1
44	о том что	1	1
45	том случае если	1	1
46	в настоящее время	3	1
47	в коем случае	1	1
48	в то время	3	1
49	и одна ночь	1	1
50	в этом случае	8	1
51	может быть определен	1	1
52	в е годы	1	1
53	к чему не	2	1
54	а в русской	1	1
55	в лес но	1	1
56	мы имеем в	1	1
57	не могут быть	2	1
58	это уже не	1	1
59	в этих случаях	11	1
60	ни к чему	2	1
61	тысяча и одна	1	1
62	она могла бы	1	1
63	коем случае не	1	1
64	не входит в	1	1
65	том что он	1	1
66	в первом случае	3	1
67	они ни были	1	1
68	по существу является	1	1
69	это было бы	1	1
70	это необходимо для	1	1
71	а в другом	1	1
72	между собой и	1	1
