N	4gram	Trubetskoy_1	Myshleni
1	один и тот же	1	7
2	одного и того же	1	5
3	с этой точки зрения	2	4
4	состоит в том что	1	3
5	в том что они	1	2
6	в том числе и	4	2
7	но вместе с тем	2	2
8	с нашей точки зрения	1	2
9	все более и более	1	2
10	в самом деле если	1	1
11	одном и том же	1	1
12	между этими двумя моментами	1	1
13	друг с другом не	1	1
14	точно так же как	2	1
15	бы то ни было	2	1
16	и те и другие	2	1
17	том виде в каком	1	1
18	а с другой стороны	1	1
19	на то что эти	1	1
20	в том виде в	2	1
21	что и те и	2	1
