N	3gram	Voloshinov_1	Problema
1	о том что	2	9
2	с точки зрения	6	8
3	в том что	1	8
4	в связи с	1	7
5	по крайней мере	3	4
6	с одной стороны	1	3
7	в этом смысле	3	3
8	может быть только	1	3
9	можно сказать что	3	3
10	а с другой	1	3
11	не что иное	1	3
12	что иное как	1	3
13	вместе с тем	1	3
14	бы то ни	1	2
15	для того чтобы	1	2
16	до сих пор	3	2
17	дело в том	1	2
18	чем иным как	1	2
19	не чем иным	1	2
20	во всяком случае	3	2
21	но даже и	1	2
22	в данном случае	1	2
23	не может быть	3	2
24	это и есть	1	1
25	с самого начала	4	1
26	и можно сказать	1	1
27	связи с этим	1	1
28	так и в	1	1
29	в большинстве случаев	3	1
30	зависит от того	1	1
31	то же мы	1	1
32	художественного творчества и	1	1
33	и в этом	2	1
34	в самом деле	2	1
35	были в ходу	1	1
36	из тех же	2	1
37	хотя и с	1	1
38	то ни было	1	1
39	может быть это	3	1
40	даже тогда когда	1	1
41	все же в	1	1
42	то что я	1	1
43	в нем и	1	1
44	ничего общего не	1	1
45	на первый взгляд	1	1
46	этой точки зрения	1	1
47	можно было бы	1	1
48	на самом деле	4	1
49	оно едва ли	1	1
50	в чем не	3	1
51	в этом отношении	1	1
52	той или иной	1	1
53	ни в чем	3	1
54	науки в этом	1	1
55	по его мнению	1	1
56	все что угодно	1	1
57	не сознавая этого	1	1
58	по аналогии с	2	1
59	и таким образом	1	1
60	во всем мире	1	1
61	друг на друга	2	1
62	с этой точки	1	1
63	в том смысле	1	1
