N	3gram	Ircho_Kome_1	Myshleni
1	для того чтобы	1	14
2	по отношению к	3	12
3	в том что	9	11
4	так же как	1	7
5	с самого начала	1	5
6	в этом отношении	3	5
7	о том что	3	4
8	подобно тому как	1	4
9	не в состоянии	2	4
10	то же самое	2	4
11	этой точки зрения	1	4
12	в то время	5	4
13	далеко за пределы	1	4
14	но он не	1	4
15	то время как	4	4
16	друг от друга	1	4
17	с этой точки	1	4
18	с одной стороны	3	3
19	и тот же	1	3
20	выходит далеко за	1	3
21	состоит в том	1	3
22	можно было бы	1	3
23	до сих пор	2	3
24	одному и тому	1	2
25	том что в	1	2
26	с другой стороны	5	2
27	в той же	1	2
28	именно потому что	2	2
29	что он не	1	2
30	вместе с тем	1	2
31	в этот период	1	2
32	таким образом в	2	2
33	и тому же	1	2
34	как мы видели	1	2
35	в зависимости от	1	2
36	но при этом	1	2
37	в высшей степени	1	2
38	том что он	4	2
39	в отличие от	1	2
40	к одному и	1	2
41	в самых общих	1	2
42	в том же	1	1
43	сам по себе	1	1
44	в этой области	1	1
45	в то же	4	1
46	в том числе	1	1
47	что в действительности	1	1
48	что они являются	1	1
49	в тех случаях	1	1
50	и подобно тому	1	1
51	тех случаях когда	1	1
52	или хотя бы	1	1
53	да и в	1	1
54	представление о том	1	1
55	в первую очередь	2	1
56	в обоих случаях	1	1
57	в другом случае	1	1
58	к тому что	1	1
59	независимо от того	1	1
60	в силу этого	1	1
61	же как и	1	1
62	совершенно очевидно что	1	1
63	нет никаких оснований	1	1
64	самых общих чертах	1	1
65	до самого конца	2	1
66	не что иное	1	1
67	более или менее	1	1
68	в применении к	1	1
69	связывается с именем	1	1
70	принадлежит к числу	1	1
71	что уже в	1	1
72	по аналогии с	1	1
73	что иное как	1	1
74	смысле этого слова	1	1
75	для этой цели	1	1
76	те и другие	1	1
77	в следующем виде	1	1
78	и таким образом	2	1
79	именно в этой	1	1
80	тем не менее	1	1
81	во всяком случае	2	1
