N	3gram	Trubetskoy_1	Istorich
1	так же как	1	12
2	и то что	3	5
3	точно так же	2	5
4	до сих пор	5	5
5	но все же	1	4
6	не может быть	4	4
7	в этом случае	3	3
8	на то что	4	3
9	в данном случае	3	3
10	но мы знаем	1	2
11	о том что	2	2
12	тем что он	1	2
13	в другом случае	2	2
14	смысле этого слова	1	2
15	на этот вопрос	1	2
16	в связи с	1	2
17	то же самое	1	2
18	тем не менее	1	2
19	это и есть	1	1
20	представить себе что	1	1
21	и тем самым	2	1
22	в нем самом	1	1
23	между прочим и	1	1
24	этом случае совершенно	1	1
25	в том числе	1	1
26	что же это	1	1
27	в большинстве случаев	2	1
28	таким же образом	2	1
29	нас слишком далеко	1	1
30	это завело бы	1	1
31	к тому что	2	1
32	и не только	1	1
33	совершенно таким же	2	1
34	именно так как	1	1
35	всех этих случаях	1	1
36	указывает на то	1	1
37	во всем мире	1	1
38	тем более что	1	1
39	но мы уже	1	1
40	только с этой	1	1
41	что он не	2	1
42	и не может	3	1
43	за то что	1	1
44	совершенно ясно что	1	1
45	и к замене	1	1
46	и в других	1	1
47	но для нас	1	1
48	а с ними	1	1
49	в себе черты	1	1
50	из которых каждый	2	1
51	но не к	1	1
52	и вместе с	2	1
53	в себе элементы	1	1
54	вместе с тем	3	1
55	со стороны их	1	1
56	мы уже знаем	1	1
57	мы подойдем к	1	1
58	еще на одну	1	1
59	и во всем	1	1
60	во всех этих	1	1
61	что дает ему	1	1
62	о том чтобы	2	1
63	бы нас слишком	1	1
64	не просто в	1	1
65	между собой и	1	1
66	завело бы нас	1	1
67	на свою родину	1	1
