N	4gram	Bakhtin_Fr_5	Myshleni
1	одного и того же	1	5
2	если мы обратимся к	1	4
3	одной и той же	1	4
4	мы видим таким образом	1	4
5	так же как и	2	4
6	в том числе и	2	2
7	в основе их лежит	1	2
8	нас в том что	1	2
9	но вместе с тем	1	2
10	что в основе их	1	2
11	к одной и той	1	2
12	в данном случае не	1	2
13	но на самом деле	1	1
14	одна и та же	1	1
15	имеют ничего общего с	1	1
16	в том что это	1	1
17	одном и том же	1	1
18	не имеют ничего общего	1	1
19	в том что в	1	1
20	не что иное как	1	1
21	как и во всех	2	1
