N	3gram	Tiupa_Hudo_1	Psycholo
1	в самом деле	4	18
2	на то что	2	12
3	в том что	6	11
4	и в самом	3	10
5	с точки зрения	3	9
6	то же самое	1	8
7	с самого начала	1	6
8	с одной стороны	1	5
9	и т п	8	5
10	до сих пор	2	5
11	и т д	3	4
12	о том что	9	3
13	мы уже говорили	1	3
14	и в этом	1	3
15	речь идет о	2	3
16	и то и	1	3
17	то и другое	2	3
18	о том как	2	2
19	к тому что	4	2
20	в том смысле	1	2
21	и та же	1	2
22	на самом деле	1	2
23	между тем в	1	2
24	что у него	2	2
25	только в том	2	2
26	не в том	2	2
27	во всяком случае	1	2
28	в свою очередь	1	2
29	на наших глазах	1	2
30	в данном случае	1	2
31	по его словам	1	2
32	а в том	1	1
33	не потому что	1	1
34	здесь речь идет	1	1
35	на то чтобы	2	1
36	имеют никакого отношения	1	1
37	несмотря на свой	1	1
38	заметить что этот	1	1
39	что для него	1	1
40	в первой половине	2	1
41	не только не	1	1
42	все та же	1	1
43	каждый из них	1	1
44	заключает в себе	1	1
45	а между тем	1	1
46	что все эти	1	1
47	она не может	1	1
48	что он не	2	1
49	мы читаем что	1	1
50	том случае если	1	1
51	с тем что	1	1
52	самом деле в	2	1
53	не может быть	2	1
54	между этими двумя	1	1
55	быть сказано о	1	1
56	такой же мере	2	1
57	том смысле как	1	1
58	к тому чтобы	1	1
59	в такой же	2	1
60	как бы в	1	1
61	состоит в том	1	1
62	можно было бы	4	1
63	казалось бы совершенно	1	1
64	не в этом	1	1
65	в отличие от	1	1
66	в том случае	1	1
67	более или менее	1	1
68	в том и	1	1
69	уже говорили о	1	1
70	в противоречие с	1	1
71	но все же	1	1
72	здесь нет и	1	1
73	одна и та	1	1
74	в этом отношении	3	1
75	в ней есть	1	1
76	в себя и	1	1
77	в высшей степени	1	1
78	как и все	1	1
79	автора и читателя	1	1
80	не имеют никакого	1	1
81	легко заметить что	1	1
82	и что в	1	1
83	этой точки зрения	1	1
84	потому что он	1	1
85	та же самая	1	1
86	с этой точки	1	1
87	как раз в	2	1
88	того или иного	2	1
89	и как будто	1	1
